bus,plateNumber,route_id,request_id,user_id,request_created_at,route_departure_name,route_departure_id,route_arrival_name,route_arrival_id,request_accepted_at,request_etd,request_eta,route_atd,route_ata,passengers,request_departure_name,request_departure_id,request_arrival_name,request_arrival_id,status
1,IPT 7084,387,417,24,2024-04-26 09:45:20.428000,Agios Tryfon,10,Plateia Glyfadas,1,2024-04-26 09:45:20.609547,2024-04-26 09:56:47.000000,2024-04-26 10:07:20.000000,2024-04-26 10:00:59.842938,2024-04-26 10:25:30.612254,1,Agios Tryfon,10,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,388,418,47,2024-04-26 09:50:17.103000,DEI,8,Plateia Glyfadas,1,2024-04-26 09:50:17.058003,2024-04-26 09:57:56.000000,2024-04-26 10:14:04.000000,2024-04-26 10:01:50.140374,2024-04-26 10:13:24.967689,1,DEI,8,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,389,420,30,2024-04-26 10:03:46.379000,Plateia Glyfadas,1,Trochaia,9,2024-04-26 10:03:46.430357,2024-04-26 10:14:04.000000,2024-04-26 10:20:01.000000,2024-04-26 10:13:25.206940,2024-04-26 10:21:30.989407,1,Plateia Glyfadas,1,Trochaia,9,COMPLETED
1,IPT 7084,392,424,86,2024-04-26 10:30:20.460000,Plateia Vergoti,2,Plateia Karaiskaki,11,2024-04-26 10:30:21.074762,2024-04-26 10:30:20.000000,2024-04-26 10:42:50.000000,2024-04-26 10:31:27.467000,2024-04-26 10:54:19.617498,1,Plateia Vergoti,2,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,396,425,23,2024-04-29 07:12:32.835000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-29 07:12:33.738002,2024-04-29 07:22:54.000000,2024-04-29 07:37:23.000000,2024-04-29 07:24:59.159774,2024-04-29 07:30:09.365346,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
1,IPT 7084,397,425,23,2024-04-29 07:12:32.835000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-29 07:12:33.738002,2024-04-29 07:22:54.000000,2024-04-29 07:37:23.000000,2024-04-29 07:30:09.899917,2024-04-29 07:35:01.039905,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
1,IPT 7084,399,425,23,2024-04-29 07:12:32.835000,Plateia Vergoti,2,Gymnasio,4,2024-04-29 07:12:33.738002,2024-04-29 07:22:54.000000,2024-04-29 07:37:23.000000,2024-04-29 07:35:01.596555,2024-04-29 07:45:48.112514,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
3,IPT 7081,393,427,27,2024-04-29 07:14:27.734000,Plateia Vergoti,2,Aigaiou,7,2024-04-29 07:14:27.759777,2024-04-29 07:14:27.000000,2024-04-29 07:24:18.000000,2024-04-29 07:15:04.098882,2024-04-29 07:28:05.681125,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
2,IPO 7757,394,428,57,2024-04-29 07:14:39.544000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-29 07:14:40.623195,2024-04-29 07:19:10.000000,2024-04-29 07:27:58.000000,2024-04-29 07:20:59.515164,2024-04-29 07:24:07.584679,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
2,IPO 7757,395,428,57,2024-04-29 07:14:39.544000,Plateia Glyfadas,1,Trochaia,9,2024-04-29 07:14:40.623195,2024-04-29 07:19:10.000000,2024-04-29 07:27:58.000000,2024-04-29 07:24:07.798232,2024-04-29 07:30:17.502404,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
2,IPO 7757,395,429,48,2024-04-29 07:15:36.440000,Plateia Glyfadas,1,Trochaia,9,2024-04-29 07:15:36.703081,2024-04-29 07:22:00.000000,2024-04-29 07:34:51.000000,2024-04-29 07:24:07.798232,2024-04-29 07:30:17.502404,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,COMPLETED
2,IPO 7757,398,429,48,2024-04-29 07:15:36.440000,Trochaia,9,Plateia Karaiskaki,11,2024-04-29 07:15:36.703081,2024-04-29 07:22:00.000000,2024-04-29 07:34:51.000000,2024-04-29 07:30:17.869751,2024-04-29 07:37:48.297175,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,396,430,47,2024-04-29 07:19:08.926000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-29 07:19:08.885530,2024-04-29 07:22:54.000000,2024-04-29 07:41:06.000000,2024-04-29 07:24:59.159774,2024-04-29 07:30:09.365346,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,397,430,47,2024-04-29 07:19:08.926000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-29 07:19:08.885530,2024-04-29 07:22:54.000000,2024-04-29 07:41:06.000000,2024-04-29 07:30:09.899917,2024-04-29 07:35:01.039905,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,399,430,47,2024-04-29 07:19:08.926000,Plateia Vergoti,2,Gymnasio,4,2024-04-29 07:19:08.885530,2024-04-29 07:22:54.000000,2024-04-29 07:41:06.000000,2024-04-29 07:35:01.596555,2024-04-29 07:45:48.112514,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,401,430,47,2024-04-29 07:19:08.926000,Gymnasio,4,Aigaiou,7,2024-04-29 07:19:08.885530,2024-04-29 07:22:54.000000,2024-04-29 07:41:06.000000,2024-04-29 07:45:48.815656,2024-04-29 07:54:05.277211,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,397,431,86,2024-04-29 07:19:18.172000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-29 07:19:18.464206,2024-04-29 07:25:44.000000,2024-04-29 07:28:16.000000,2024-04-29 07:30:09.899917,2024-04-29 07:35:01.039905,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
3,IPT 7081,400,432,57,2024-04-29 07:31:02.566000,Trochaia,9,Plateia Karaiskaki,11,2024-04-29 07:31:03.679247,2024-04-29 07:37:02.000000,2024-04-29 07:43:55.000000,2024-04-29 07:40:02.930673,2024-04-29 07:53:00.210994,1,Trochaia,9,Plateia Karaiskaki,11,COMPLETED
2,IPO 7757,402,434,48,2024-04-29 07:40:22.188000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-29 07:40:22.831645,2024-04-29 08:07:50.000000,2024-04-29 08:10:40.000000,2024-04-29 07:57:52.820444,2024-04-29 08:08:11.742315,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,402,435,86,2024-04-29 07:51:02.204000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-29 07:51:02.458169,2024-04-29 08:07:50.000000,2024-04-29 08:10:40.000000,2024-04-29 07:57:52.820444,2024-04-29 08:08:11.742315,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
3,IPT 7081,404,436,23,2024-04-29 07:53:03.869000,Gymnasio,4,Kyprou,3,2024-04-29 07:53:04.747646,2024-04-29 08:03:42.000000,2024-04-29 08:08:48.000000,2024-04-29 08:06:34.604788,2024-04-29 08:12:26.201305,1,Gymnasio,4,Kyprou,3,COMPLETED
3,IPT 7081,408,437,57,2024-04-29 07:53:37.587000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-29 07:53:38.667919,2024-04-29 08:22:18.000000,2024-04-29 08:37:36.000000,2024-04-29 08:31:13.045711,2024-04-29 08:47:00.174822,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
1,IPT 7084,403,438,47,2024-04-29 07:54:31.013000,Trochaia,9,Kyprou,3,2024-04-29 07:54:30.960694,2024-04-29 08:01:55.000000,2024-04-29 08:13:04.000000,2024-04-29 08:01:32.191918,2024-04-29 08:13:31.741764,1,Trochaia,9,Kyprou,3,COMPLETED
1,IPT 7084,407,439,27,2024-04-29 07:56:06.550000,Aigaiou,7,Trochaia,9,2024-04-29 07:56:06.670684,2024-04-29 08:20:37.000000,2024-04-29 08:40:42.000000,2024-04-29 08:28:10.823001,2024-04-29 08:36:06.154307,1,Aigaiou,7,Trochaia,9,COMPLETED
2,IPO 7757,409,440,86,2024-04-29 08:20:21.454000,Gymnasio,4,DEI,8,2024-04-29 08:20:21.662179,2024-04-29 08:29:26.000000,2024-04-29 08:43:04.000000,2024-04-29 08:31:29.938495,2024-04-29 08:33:54.902750,1,Gymnasio,4,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,410,440,86,2024-04-29 08:20:21.454000,DEI,8,Plateia Glyfadas,1,2024-04-29 08:20:21.662179,2024-04-29 08:29:26.000000,2024-04-29 08:43:04.000000,2024-04-29 08:33:55.171242,2024-04-29 08:34:02.264814,1,Gymnasio,4,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,410,441,47,2024-04-29 08:20:26.469000,DEI,8,Plateia Glyfadas,1,2024-04-29 08:20:26.400550,2024-04-29 08:35:23.000000,2024-04-29 08:43:04.000000,2024-04-29 08:33:55.171242,2024-04-29 08:34:02.264814,1,DEI,8,Plateia Glyfadas,1,COMPLETED
1,IPT 7084,414,443,23,2024-04-29 08:34:26.668000,Kyprou,3,Plateia Vergoti,2,2024-04-29 08:34:27.705741,2024-04-29 08:52:00.000000,2024-04-29 09:00:45.000000,2024-04-29 08:48:06.704017,2024-04-29 08:55:00.147014,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
3,IPT 7081,415,444,57,2024-04-29 08:48:11.611000,Plateia Vergoti,2,Trochaia,9,2024-04-29 08:48:12.705919,2024-04-29 08:48:11.000000,2024-04-29 08:53:54.000000,2024-04-29 08:48:45.091074,2024-04-29 08:56:30.940613,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
1,IPT 7084,418,445,86,2024-04-29 08:52:47.972000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-29 08:52:48.169008,2024-04-29 09:00:50.000000,2024-04-29 09:02:32.000000,2024-04-29 08:59:20.143488,2024-04-29 09:02:56.817145,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
3,IPT 7081,417,446,57,2024-04-29 08:56:58.018000,Trochaia,9,Plateia Karaiskaki,11,2024-04-29 08:56:59.109464,2024-04-29 08:56:58.000000,2024-04-29 09:15:43.000000,2024-04-29 08:57:08.520429,2024-04-29 09:08:08.956266,1,Trochaia,9,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,419,447,23,2024-04-29 08:57:48.080000,Plateia Vergoti,2,Gymnasio,4,2024-04-29 08:57:48.959163,2024-04-29 09:02:32.000000,2024-04-29 09:11:38.000000,2024-04-29 09:02:58.334579,2024-04-29 09:14:32.524197,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
1,IPT 7084,419,448,47,2024-04-29 08:59:47.849000,Plateia Vergoti,2,Gymnasio,4,2024-04-29 08:59:47.800462,2024-04-29 09:02:32.000000,2024-04-29 09:25:34.000000,2024-04-29 09:02:58.334579,2024-04-29 09:14:32.524197,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,421,448,47,2024-04-29 08:59:47.849000,Gymnasio,4,Aigaiou,7,2024-04-29 08:59:47.800462,2024-04-29 09:02:32.000000,2024-04-29 09:25:34.000000,2024-04-29 09:14:33.000886,2024-04-29 09:23:02.056159,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
3,IPT 7081,423,449,27,2024-04-29 09:06:04.075000,Plateia Vergoti,2,Aigaiou,7,2024-04-29 09:06:04.094573,2024-04-29 09:31:01.000000,2024-04-29 09:40:51.000000,2024-04-29 09:29:23.779002,2024-04-29 09:38:59.534984,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,426,450,23,2024-04-29 09:15:14.002000,Gymnasio,4,Kyprou,3,2024-04-29 09:15:14.921917,2024-04-29 09:41:41.000000,2024-04-29 09:46:47.000000,2024-04-29 09:50:56.337538,2024-04-29 09:57:47.355558,1,Gymnasio,4,Kyprou,3,COMPLETED
1,IPT 7084,424,451,57,2024-04-29 09:19:15.936000,Plateia Karaiskaki,11,Gymnasio,4,2024-04-29 09:19:17.036765,2024-04-29 09:31:34.000000,2024-04-29 10:06:00.000000,2024-04-29 09:30:55.025853,2024-04-29 09:50:55.854457,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
1,IPT 7084,426,451,57,2024-04-29 09:19:15.936000,Gymnasio,4,Kyprou,3,2024-04-29 09:19:17.036765,2024-04-29 09:31:34.000000,2024-04-29 10:06:00.000000,2024-04-29 09:50:56.337538,2024-04-29 09:57:47.355558,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
1,IPT 7084,427,451,57,2024-04-29 09:19:15.936000,Kyprou,3,Plateia Vergoti,2,2024-04-29 09:19:17.036765,2024-04-29 09:31:34.000000,2024-04-29 10:06:00.000000,2024-04-29 09:57:47.935959,2024-04-29 10:13:13.602520,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
3,IPT 7081,425,452,52,2024-04-29 09:46:52.565000,Aigaiou,7,Plateia Vergoti,2,2024-04-29 09:46:52.661535,2024-04-29 09:46:52.000000,2024-04-29 09:58:49.000000,2024-04-29 09:47:26.427164,2024-04-29 10:05:12.626037,1,Aigaiou,7,Plateia Vergoti,2,COMPLETED
1,IPT 7084,429,453,23,2024-04-29 09:58:15.611000,Kyprou,3,Plateia Vergoti,2,2024-04-29 09:58:16.482860,2024-04-29 10:13:22.000000,2024-04-29 10:18:19.000000,2024-04-29 10:20:13.571988,2024-04-29 10:30:54.246808,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
1,IPT 7084,430,454,27,2024-04-29 10:39:48.759000,Agios Tryfon,10,Plateia Glyfadas,1,2024-04-29 10:39:48.882930,2024-04-29 10:49:44.000000,2024-04-29 11:00:18.000000,2024-04-29 10:43:38.594015,2024-04-29 10:45:08.841393,1,Agios Tryfon,10,Plateia Glyfadas,1,COMPLETED
1,IPT 7084,432,455,27,2024-04-30 07:16:30.261000,Antheon,6,Plateia Glyfadas,1,2024-04-30 07:16:30.195077,2024-04-30 07:16:30.000000,2024-04-30 07:20:50.000000,2024-04-30 07:26:44.368653,2024-04-30 07:39:21.482102,3,Antheon,6,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,431,456,57,2024-04-30 07:17:54.925000,Plateia Vergoti,2,Trochaia,9,2024-04-30 07:17:55.497170,2024-04-30 07:17:54.000000,2024-04-30 07:23:35.000000,2024-04-30 07:21:10.931568,2024-04-30 07:29:08.453379,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
3,IPT 7081,433,457,86,2024-04-30 07:21:20.771000,Agia Triada,5,Trochaia,9,2024-04-30 07:21:21.417756,2024-04-30 07:21:20.000000,2024-04-30 07:42:28.000000,2024-04-30 07:34:21.965846,2024-04-30 07:41:36.262746,1,Agia Triada,5,Trochaia,9,COMPLETED
2,IPO 7757,437,458,23,2024-04-30 07:34:03.253000,Plateia Vergoti,2,Gymnasio,4,2024-04-30 07:34:04.134544,2024-04-30 07:44:10.000000,2024-04-30 07:53:17.000000,2024-04-30 07:47:02.372237,2024-04-30 07:58:35.385361,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
3,IPT 7081,434,459,57,2024-04-30 07:37:17.341000,Trochaia,9,Aigaiou,7,2024-04-30 07:37:17.939090,2024-04-30 07:42:28.000000,2024-04-30 07:49:17.000000,2024-04-30 07:41:36.558719,2024-04-30 07:47:37.372948,1,Trochaia,9,Aigaiou,7,COMPLETED
1,IPT 7084,435,460,86,2024-04-30 07:41:57.469000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-30 07:41:57.808740,2024-04-30 07:41:57.000000,2024-04-30 07:47:21.000000,2024-04-30 07:43:06.972900,2024-04-30 07:46:52.829585,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
1,IPT 7084,436,461,27,2024-04-30 07:44:17.481000,Plateia Vergoti,2,Aigaiou,7,2024-04-30 07:44:17.370636,2024-04-30 07:47:21.000000,2024-04-30 07:57:11.000000,2024-04-30 07:46:53.555076,2024-04-30 08:01:15.898213,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,436,462,47,2024-04-30 07:44:32.018000,Plateia Vergoti,2,Aigaiou,7,2024-04-30 07:44:31.953440,2024-04-30 07:47:21.000000,2024-04-30 07:57:11.000000,2024-04-30 07:46:53.555076,2024-04-30 08:01:15.898213,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
2,IPO 7757,438,463,23,2024-04-30 07:59:49.837000,Gymnasio,4,Kyprou,3,2024-04-30 07:59:50.726378,2024-04-30 07:59:49.000000,2024-04-30 08:05:40.000000,2024-04-30 08:01:24.388642,2024-04-30 08:09:06.950370,1,Gymnasio,4,Kyprou,3,COMPLETED
2,IPO 7757,442,464,86,2024-04-30 08:00:37.162000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-30 08:00:37.454009,2024-04-30 08:05:40.000000,2024-04-30 08:23:59.000000,2024-04-30 08:20:21.526225,2024-04-30 08:25:30.482812,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
3,IPT 7081,439,466,57,2024-04-30 08:03:41.607000,Aigaiou,7,Plateia Vergoti,2,2024-04-30 08:03:42.178127,2024-04-30 08:03:41.000000,2024-04-30 08:15:41.000000,2024-04-30 08:04:46.677793,2024-04-30 08:25:08.539079,1,Aigaiou,7,Plateia Vergoti,2,COMPLETED
1,IPT 7084,443,467,27,2024-04-30 08:05:13.017000,Aigaiou,7,Trochaia,9,2024-04-30 08:05:12.935788,2024-04-30 08:14:01.000000,2024-04-30 08:31:24.000000,2024-04-30 08:23:46.917742,2024-04-30 08:32:38.710144,1,Aigaiou,7,Trochaia,9,COMPLETED
2,IPO 7757,445,468,47,2024-04-30 08:09:51.074000,Trochaia,9,Kyprou,3,2024-04-30 08:09:51.004667,2024-04-30 08:23:59.000000,2024-04-30 08:38:43.000000,2024-04-30 08:31:46.795256,2024-04-30 08:42:53.950536,1,Trochaia,9,Kyprou,3,COMPLETED
1,IPT 7084,450,469,23,2024-04-30 08:25:05.934000,Kyprou,3,Plateia Glyfadas,1,2024-04-30 08:25:06.850593,2024-04-30 08:47:07.000000,2024-04-30 08:52:22.000000,2024-04-30 08:52:15.100199,2024-04-30 08:59:02.560793,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
1,IPT 7084,451,469,23,2024-04-30 08:25:05.934000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-30 08:25:06.850593,2024-04-30 08:47:07.000000,2024-04-30 08:52:22.000000,2024-04-30 08:59:03.079069,2024-04-30 09:02:45.347271,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
3,IPT 7081,447,470,86,2024-04-30 08:27:15.356000,Gymnasio,4,Plateia Glyfadas,1,2024-04-30 08:27:15.733992,2024-04-30 08:36:21.000000,2024-04-30 08:44:10.000000,2024-04-30 08:41:04.412801,2024-04-30 08:50:27.007953,1,Gymnasio,4,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,449,471,57,2024-04-30 08:28:20.154000,Plateia Vergoti,2,Trochaia,9,2024-04-30 08:28:20.940087,2024-04-30 08:38:43.000000,2024-04-30 08:44:26.000000,2024-04-30 08:50:56.702116,2024-04-30 09:00:26.466626,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
1,IPT 7084,451,472,27,2024-04-30 08:36:22.859000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-30 08:36:22.822920,2024-04-30 08:49:50.000000,2024-04-30 08:52:22.000000,2024-04-30 08:59:03.079069,2024-04-30 09:02:45.347271,2,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
3,IPT 7081,452,473,86,2024-04-30 09:01:39.763000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-30 09:01:40.151976,2024-04-30 09:01:39.000000,2024-04-30 09:04:12.000000,2024-04-30 09:08:38.416124,2024-04-30 09:13:40.546636,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
1,IPT 7084,453,474,23,2024-04-30 09:04:43.777000,Plateia Vergoti,2,Gymnasio,4,2024-04-30 09:04:44.673750,2024-04-30 09:09:32.000000,2024-04-30 09:18:39.000000,2024-04-30 09:11:56.039415,2024-04-30 09:28:23.368599,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
1,IPT 7084,453,475,47,2024-04-30 09:09:24.344000,Plateia Vergoti,2,Gymnasio,4,2024-04-30 09:09:24.295202,2024-04-30 09:09:32.000000,2024-04-30 09:22:21.000000,2024-04-30 09:11:56.039415,2024-04-30 09:28:23.368599,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,455,475,47,2024-04-30 09:09:24.344000,Gymnasio,4,Aigaiou,7,2024-04-30 09:09:24.295202,2024-04-30 09:09:32.000000,2024-04-30 09:22:21.000000,2024-04-30 09:28:23.869756,2024-04-30 09:33:35.246368,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
2,IPO 7757,454,476,57,2024-04-30 09:26:29.106000,Trochaia,9,Aigaiou,7,2024-04-30 09:26:29.679615,2024-04-30 09:26:29.000000,2024-04-30 09:35:52.000000,2024-04-30 09:27:07.649331,2024-04-30 09:43:53.251264,1,Trochaia,9,Aigaiou,7,COMPLETED
3,IPT 7081,458,477,23,2024-04-30 09:29:17.294000,Gymnasio,4,Kyprou,3,2024-04-30 09:29:18.178409,2024-04-30 09:38:24.000000,2024-04-30 09:43:30.000000,2024-04-30 09:48:23.762408,2024-04-30 09:55:45.861760,1,Gymnasio,4,Kyprou,3,COMPLETED
2,IPO 7757,462,478,86,2024-04-30 09:30:11.061000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-30 09:30:11.453296,2024-04-30 09:47:48.000000,2024-04-30 09:50:38.000000,2024-04-30 10:08:28.840073,2024-04-30 10:11:50.892384,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
1,IPT 7084,457,479,47,2024-04-30 09:39:08.389000,Trochaia,9,Kyprou,3,2024-04-30 09:39:08.318349,2024-04-30 09:45:08.000000,2024-04-30 10:03:47.000000,2024-04-30 09:46:50.906486,2024-04-30 10:03:32.126213,1,Trochaia,9,Kyprou,3,COMPLETED
1,IPT 7084,463,481,27,2024-04-30 09:53:01.371000,Agia Triada,5,Antheon,6,2024-04-30 09:53:01.264938,2024-04-30 10:10:50.000000,2024-04-30 10:15:54.000000,2024-04-30 10:11:41.181105,2024-04-30 10:16:03.434642,1,Agia Triada,5,Antheon,6,COMPLETED
3,IPT 7081,459,482,23,2024-04-30 09:57:24.206000,Kyprou,3,Plateia Vergoti,2,2024-04-30 09:57:25.086082,2024-04-30 09:57:49.000000,2024-04-30 10:02:47.000000,2024-04-30 09:57:40.446597,2024-04-30 10:06:59.954644,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
3,IPT 7081,465,483,57,2024-04-30 09:57:30.585000,Aigaiou,7,Plateia Vergoti,2,2024-04-30 09:57:31.176250,2024-04-30 10:12:38.000000,2024-04-30 10:24:34.000000,2024-04-30 10:20:04.113550,2024-04-30 10:35:56.439704,1,Aigaiou,7,Plateia Vergoti,2,COMPLETED
1,IPT 7084,466,484,86,2024-04-30 10:12:29.550000,Gymnasio,4,Plateia Glyfadas,1,2024-04-30 10:12:29.941316,2024-04-30 10:21:47.000000,2024-04-30 10:29:28.000000,2024-04-30 10:22:41.240602,2024-04-30 10:34:01.749921,1,Gymnasio,4,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,467,485,27,2024-04-30 10:18:03.079000,Agia Triada,5,Aigaiou,7,2024-04-30 10:18:03.078879,2024-04-30 10:25:43.000000,2024-04-30 10:28:01.000000,2024-04-30 10:29:23.161840,2024-04-30 10:32:16.303370,6,Agia Triada,5,Aigaiou,7,COMPLETED
1,IPT 7084,468,486,86,2024-04-30 10:34:33.627000,DEI,8,Kyprou,3,2024-04-30 10:34:34.114556,2024-04-30 10:41:04.000000,2024-04-30 10:49:14.000000,2024-04-30 10:41:30.104510,2024-04-30 10:49:08.371870,1,DEI,8,Kyprou,3,COMPLETED
1,IPT 7084,469,488,86,2024-04-30 10:53:16.267000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-30 10:53:16.714806,2024-04-30 10:56:00.000000,2024-04-30 10:58:32.000000,2024-04-30 10:56:34.048719,2024-04-30 10:56:42.027046,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
1,IPT 7084,474,489,47,2024-05-01 07:51:32.779000,Plateia Vergoti,2,Antheon,6,2024-05-01 07:51:32.704428,2024-05-01 07:51:32.000000,2024-05-01 07:57:35.000000,2024-05-01 07:57:03.821909,2024-05-01 08:05:03.143704,1,Plateia Vergoti,2,Antheon,6,COMPLETED
2,IPO 7757,473,490,59,2024-05-01 07:51:40.290000,Plateia Vergoti,2,Agia Triada,5,2024-05-01 07:51:39.452625,2024-05-01 07:51:40.000000,2024-05-01 08:00:52.000000,2024-05-01 07:56:52.037279,2024-05-01 07:57:12.256373,1,Plateia Vergoti,2,Agia Triada,5,COMPLETED
4,ITN 1930,476,492,86,2024-05-01 07:52:49.993000,Plateia Vergoti,2,Aigaiou,7,2024-05-01 07:52:50.197147,2024-05-01 07:52:49.000000,2024-05-01 08:02:40.000000,2024-05-01 08:04:26.485244,2024-05-01 08:14:07.392305,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
3,IPT 7081,472,494,57,2024-05-01 07:56:17.273000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-05-01 07:56:17.842970,2024-05-01 07:56:17.000000,2024-05-01 07:59:07.000000,2024-05-01 07:56:31.402030,2024-05-01 07:59:52.782539,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,475,495,59,2024-05-01 07:59:21.428000,Plateia Vergoti,2,Agia Triada,5,2024-05-01 07:59:20.577223,2024-05-01 08:08:57.000000,2024-05-01 08:18:10.000000,2024-05-01 07:59:38.916130,2024-05-01 08:11:20.839493,1,Plateia Vergoti,2,Agia Triada,5,COMPLETED
1,IPT 7084,477,496,27,2024-05-01 08:07:23.323000,Gymnasio,4,Trochaia,9,2024-05-01 08:07:23.090032,2024-05-01 08:13:12.000000,2024-05-01 08:19:49.000000,2024-05-01 08:10:26.266024,2024-05-01 08:17:00.884636,4,Gymnasio,4,Trochaia,9,COMPLETED
2,IPO 7757,478,497,59,2024-05-01 08:13:14.131000,Agia Triada,5,Kyprou,3,2024-05-01 08:13:13.277599,2024-05-01 08:13:14.000000,2024-05-01 08:19:59.000000,2024-05-01 08:14:59.756985,2024-05-01 08:24:13.238991,1,Agia Triada,5,Kyprou,3,COMPLETED
4,ITN 1930,480,498,86,2024-05-01 08:14:28.716000,Trochaia,9,Kyprou,3,2024-05-01 08:14:28.908024,2024-05-01 08:20:28.000000,2024-05-01 08:31:46.000000,2024-05-01 08:27:51.834987,2024-05-01 08:37:34.022480,1,Trochaia,9,Kyprou,3,COMPLETED
3,IPT 7081,482,500,23,2024-05-01 08:21:21.687000,Plateia Vergoti,2,DEI,8,2024-05-01 08:21:22.544166,2024-05-01 08:27:32.000000,2024-05-01 08:35:20.000000,2024-05-01 08:39:20.025837,2024-05-01 08:50:06.153255,1,Plateia Vergoti,2,DEI,8,COMPLETED
2,IPO 7757,481,502,47,2024-05-01 08:29:19.689000,Antheon,6,Plateia Vergoti,2,2024-05-01 08:29:19.616880,2024-05-01 08:36:43.000000,2024-05-01 08:42:54.000000,2024-05-01 08:35:43.756622,2024-05-01 08:47:00.477434,1,Antheon,6,Plateia Vergoti,2,COMPLETED
