bus,plateNumber,route_id,request_id,user_id,request_created_at,route_departure_name,route_departure_id,route_arrival_name,route_arrival_id,request_accepted_at,request_etd,request_eta,route_atd,route_ata,passengers,request_departure_name,request_departure_id,request_arrival_name,request_arrival_id,status
2,IPO 7757,299,320,29,2024-04-24 08:04:46.213000,Agia Triada,5,Aigaiou,7,2024-04-24 08:04:45.647744,2024-04-24 08:12:29.000000,2024-04-24 08:14:47.000000,2024-04-24 08:04:55.520481,2024-04-24 08:09:15.414560,1,Agia Triada,5,Aigaiou,7,COMPLETED
2,IPO 7757,300,321,29,2024-04-24 08:09:38.423000,Aigaiou,7,Agios Tryfon,10,2024-04-24 08:09:37.911146,2024-04-24 08:09:38.000000,2024-04-24 08:16:33.000000,2024-04-24 08:09:48.541980,2024-04-24 08:16:02.729133,1,Aigaiou,7,Agios Tryfon,10,COMPLETED
1,IPT 7084,302,322,25,2024-04-24 08:12:17.326000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-24 08:12:17.511064,2024-04-24 08:12:17.000000,2024-04-24 08:28:03.000000,2024-04-24 08:12:39.480220,2024-04-24 08:29:09.401110,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
2,IPO 7757,304,323,27,2024-04-24 08:12:24.824000,Kyprou,3,Plateia Vergoti,2,2024-04-24 08:12:24.907569,2024-04-24 08:28:13.000000,2024-04-24 08:33:07.000000,2024-04-24 08:16:11.665899,2024-04-24 08:16:17.035565,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
3,IPT 7081,308,324,23,2024-04-24 08:12:47.135000,Trochaia,9,Plateia Vergoti,2,2024-04-24 08:12:48.346126,2024-04-24 08:26:28.000000,2024-04-24 08:36:40.000000,2024-04-24 08:24:34.507733,2024-04-24 08:32:56.807660,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
2,IPO 7757,305,325,29,2024-04-24 08:16:26.191000,Agios Tryfon,10,Plateia Karaiskaki,11,2024-04-24 08:16:25.614586,2024-04-24 08:26:27.000000,2024-04-24 08:31:01.000000,2024-04-24 08:16:32.931445,2024-04-24 08:20:56.806067,1,Agios Tryfon,10,Plateia Karaiskaki,11,COMPLETED
2,IPO 7757,307,326,29,2024-04-24 08:21:20.463000,Plateia Karaiskaki,11,DEI,8,2024-04-24 08:21:20.114997,2024-04-24 08:21:20.000000,2024-04-24 08:27:29.000000,2024-04-24 08:21:35.105029,2024-04-24 08:30:02.445783,1,Plateia Karaiskaki,11,DEI,8,COMPLETED
2,IPO 7757,309,328,29,2024-04-24 08:30:22.571000,DEI,8,Trochaia,9,2024-04-24 08:30:22.101370,2024-04-24 08:30:22.000000,2024-04-24 08:32:48.000000,2024-04-24 08:30:29.340035,2024-04-24 08:33:45.071148,2,DEI,8,Trochaia,9,COMPLETED
2,IPO 7757,310,329,29,2024-04-24 08:34:20.001000,DEI,8,Antheon,6,2024-04-24 08:34:19.496901,2024-04-24 08:37:20.000000,2024-04-24 08:41:39.000000,2024-04-24 08:34:48.437072,2024-04-24 08:34:57.993511,1,DEI,8,Antheon,6,COMPLETED
1,IPT 7084,312,330,27,2024-04-24 08:34:50.739000,Plateia Vergoti,2,Trochaia,9,2024-04-24 08:34:50.800882,2024-04-24 08:42:01.000000,2024-04-24 08:47:43.000000,2024-04-24 08:42:44.355783,2024-04-24 08:51:32.501705,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
2,IPO 7757,311,331,29,2024-04-24 08:35:26.815000,Trochaia,9,Antheon,6,2024-04-24 08:35:26.282071,2024-04-24 08:39:07.000000,2024-04-24 08:46:18.000000,2024-04-24 08:35:35.565778,2024-04-24 08:42:48.591832,1,Trochaia,9,Antheon,6,COMPLETED
3,IPT 7081,313,332,86,2024-04-24 08:39:44.464000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-24 08:39:44.666746,2024-04-24 08:45:20.000000,2024-04-24 08:47:51.000000,2024-04-24 08:44:43.932611,2024-04-24 08:52:10.884463,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
1,IPT 7084,312,333,48,2024-04-24 08:40:40.367000,Plateia Vergoti,2,Trochaia,9,2024-04-24 08:40:40.520511,2024-04-24 08:42:01.000000,2024-04-24 08:47:43.000000,2024-04-24 08:42:44.355783,2024-04-24 08:51:32.501705,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
1,IPT 7084,312,334,47,2024-04-24 08:40:43.380000,Plateia Vergoti,2,Trochaia,9,2024-04-24 08:40:43.368518,2024-04-24 08:42:01.000000,2024-04-24 08:54:34.000000,2024-04-24 08:42:44.355783,2024-04-24 08:51:32.501705,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,314,334,47,2024-04-24 08:40:43.380000,Trochaia,9,Aigaiou,7,2024-04-24 08:40:43.368518,2024-04-24 08:42:01.000000,2024-04-24 08:54:34.000000,2024-04-24 08:51:32.818760,2024-04-24 08:58:13.733013,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,312,335,23,2024-04-24 08:41:50.281000,Plateia Vergoti,2,Trochaia,9,2024-04-24 08:41:51.454649,2024-04-24 08:42:01.000000,2024-04-24 08:54:34.000000,2024-04-24 08:42:44.355783,2024-04-24 08:51:32.501705,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,314,335,23,2024-04-24 08:41:50.281000,Trochaia,9,Aigaiou,7,2024-04-24 08:41:51.454649,2024-04-24 08:42:01.000000,2024-04-24 08:54:34.000000,2024-04-24 08:51:32.818760,2024-04-24 08:58:13.733013,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
3,IPT 7081,315,336,25,2024-04-24 08:41:52.462000,Plateia Vergoti,2,Kyprou,3,2024-04-24 08:41:52.649093,2024-04-24 08:47:51.000000,2024-04-24 08:54:59.000000,2024-04-24 08:52:11.224039,2024-04-24 09:02:34.512325,1,Plateia Vergoti,2,Kyprou,3,COMPLETED
2,IPO 7757,316,337,86,2024-04-24 08:54:00.189000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-24 08:54:00.441898,2024-04-24 09:00:10.000000,2024-04-24 09:02:53.000000,2024-04-24 09:02:10.601337,2024-04-24 09:17:33.218007,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
1,IPT 7084,318,338,23,2024-04-24 09:04:19.974000,Aigaiou,7,Trochaia,9,2024-04-24 09:04:21.158588,2024-04-24 09:04:47.000000,2024-04-24 09:21:56.000000,2024-04-24 09:05:37.000109,2024-04-24 09:11:42.029434,1,Aigaiou,7,Kyprou,3,COMPLETED
1,IPT 7084,319,338,23,2024-04-24 09:04:19.974000,Trochaia,9,Kyprou,3,2024-04-24 09:04:21.158588,2024-04-24 09:04:47.000000,2024-04-24 09:21:56.000000,2024-04-24 09:11:42.228859,2024-04-24 09:23:39.351589,1,Aigaiou,7,Kyprou,3,COMPLETED
3,IPT 7081,317,339,25,2024-04-24 09:04:32.099000,Kyprou,3,Plateia Karaiskaki,11,2024-04-24 09:04:32.295866,2024-04-24 09:04:32.000000,2024-04-24 09:18:01.000000,2024-04-24 09:05:09.214095,2024-04-24 09:19:53.899186,1,Kyprou,3,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,319,340,27,2024-04-24 09:04:45.312000,Trochaia,9,Kyprou,3,2024-04-24 09:04:45.493143,2024-04-24 09:10:47.000000,2024-04-24 09:21:56.000000,2024-04-24 09:11:42.228859,2024-04-24 09:23:39.351589,1,Trochaia,9,Kyprou,3,COMPLETED
2,IPO 7757,320,341,24,2024-04-24 09:17:42.705000,Gymnasio,4,Kyprou,3,2024-04-24 09:17:42.913902,2024-04-24 09:27:07.000000,2024-04-24 09:39:05.000000,2024-04-24 09:28:56.480780,2024-04-24 09:34:44.914226,1,Gymnasio,4,Kyprou,3,COMPLETED
3,IPT 7081,323,343,28,2024-04-24 09:21:55.035000,Plateia Glyfadas,1,Agia Triada,5,2024-04-24 09:21:55.455428,2024-04-24 09:39:37.000000,2024-04-24 09:47:17.000000,2024-04-24 09:39:52.731745,2024-04-24 09:52:23.845853,3,Plateia Glyfadas,1,Agia Triada,5,COMPLETED
1,IPT 7084,321,345,23,2024-04-24 09:26:07.197000,Kyprou,3,Plateia Vergoti,2,2024-04-24 09:26:08.384826,2024-04-24 09:27:14.000000,2024-04-24 09:44:41.000000,2024-04-24 09:33:45.840337,2024-04-24 09:41:02.599342,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
1,IPT 7084,321,346,27,2024-04-24 09:26:34.255000,Kyprou,3,Plateia Vergoti,2,2024-04-24 09:26:34.357893,2024-04-24 09:27:14.000000,2024-04-24 09:44:41.000000,2024-04-24 09:33:45.840337,2024-04-24 09:41:02.599342,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
1,IPT 7084,326,347,25,2024-04-24 09:26:47.438000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-24 09:26:47.649685,2024-04-24 09:44:41.000000,2024-04-24 09:59:59.000000,2024-04-24 09:41:31.488988,2024-04-24 09:41:39.035433,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
2,IPO 7757,324,348,86,2024-04-24 09:33:26.194000,Gymnasio,4,Plateia Glyfadas,1,2024-04-24 09:33:26.402979,2024-04-24 09:44:29.000000,2024-04-24 09:49:55.000000,2024-04-24 09:40:37.090865,2024-04-24 09:58:44.579910,1,Gymnasio,4,Plateia Glyfadas,1,COMPLETED
2,IPO 7757,328,349,30,2024-04-24 09:41:01.164000,Trochaia,9,Gymnasio,4,2024-04-24 09:41:01.363505,2024-04-24 09:55:52.000000,2024-04-24 10:04:11.000000,2024-04-24 10:04:56.199821,2024-04-24 10:13:35.610166,1,Trochaia,9,Gymnasio,4,COMPLETED
3,IPT 7081,329,351,27,2024-04-24 09:59:02.411000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-24 09:59:02.510799,2024-04-24 10:07:18.000000,2024-04-24 10:22:36.000000,2024-04-24 10:05:35.339927,2024-04-24 10:23:22.836438,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
1,IPT 7084,331,352,47,2024-04-24 10:06:08.615000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-24 10:06:08.550079,2024-04-24 10:18:38.000000,2024-04-24 10:33:56.000000,2024-04-24 10:26:06.514494,2024-04-24 10:44:58.434913,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
2,IPO 7757,330,353,30,2024-04-24 10:13:56.588000,DEI,8,Plateia Glyfadas,1,2024-04-24 10:13:56.781900,2024-04-24 10:19:48.000000,2024-04-24 10:27:21.000000,2024-04-24 10:21:49.436776,2024-04-24 10:35:38.051036,4,DEI,8,Plateia Glyfadas,1,COMPLETED
3,IPT 7081,333,354,27,2024-04-24 10:25:00.818000,Aigaiou,7,Kyprou,3,2024-04-24 10:25:00.877535,2024-04-24 10:34:51.000000,2024-04-24 10:44:24.000000,2024-04-24 10:37:15.187194,2024-04-24 10:47:07.352897,4,Aigaiou,7,Kyprou,3,COMPLETED
2,IPO 7757,332,355,30,2024-04-24 10:35:52.090000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-24 10:35:52.288912,2024-04-24 10:35:52.000000,2024-04-24 10:38:24.000000,2024-04-24 10:37:10.965813,2024-04-24 10:41:18.951136,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
2,IPO 7757,334,356,30,2024-04-24 10:41:59.350000,Agios Tryfon,10,Aigaiou,7,2024-04-24 10:41:59.548884,2024-04-24 10:51:54.000000,2024-04-24 10:56:28.000000,2024-04-24 10:52:15.222232,2024-04-24 11:01:38.312920,1,Agios Tryfon,10,Aigaiou,7,COMPLETED
1,IPT 7084,338,359,86,2024-04-25 07:47:53.911000,Plateia Vergoti,2,Aigaiou,7,2024-04-25 07:47:54.209176,2024-04-25 07:47:53.000000,2024-04-25 07:57:44.000000,2024-04-25 08:12:25.961437,2024-04-25 08:20:31.637329,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,335,360,27,2024-04-25 07:47:54.303000,Plateia Vergoti,2,Gymnasio,4,2024-04-25 07:47:54.337086,2024-04-25 07:47:54.000000,2024-04-25 07:47:53.000000,2024-04-25 07:57:08.572754,2024-04-25 08:12:25.435043,1,Plateia Vergoti,2,Gymnasio,4,COMPLETED
2,IPO 7757,337,361,25,2024-04-25 08:02:18.542000,Plateia Vergoti,2,Trochaia,9,2024-04-25 08:02:18.661856,2024-04-25 08:02:18.000000,2024-04-25 08:08:00.000000,2024-04-25 08:05:50.692070,2024-04-25 08:14:03.930096,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
3,IPT 7081,336,362,24,2024-04-25 08:03:59.195000,Plateia Vergoti,2,Trochaia,9,2024-04-25 08:03:59.595366,2024-04-25 08:03:59.000000,2024-04-25 08:09:41.000000,2024-04-25 08:05:08.524488,2024-04-25 08:13:55.144337,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
4,ITN 1930,340,363,23,2024-04-25 08:04:45.137000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-25 08:04:46.963823,2024-04-25 08:04:45.000000,2024-04-25 08:07:16.000000,2024-04-25 08:22:52.903000,2024-04-25 08:32:48.454276,1,Plateia Glyfadas,1,Plateia Vergoti,2,COMPLETED
2,IPO 7757,341,364,47,2024-04-25 08:14:58.634000,Plateia Vergoti,2,Aigaiou,7,2024-04-25 08:14:58.575538,2024-04-25 08:25:10.000000,2024-04-25 08:34:59.000000,2024-04-25 08:26:40.392752,2024-04-25 08:40:27.153080,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
3,IPT 7081,339,365,25,2024-04-25 08:18:22.839000,Trochaia,9,Plateia Karaiskaki,11,2024-04-25 08:18:23.221566,2024-04-25 08:18:22.000000,2024-04-25 08:25:23.000000,2024-04-25 08:19:18.808325,2024-04-25 08:29:03.782599,1,Trochaia,9,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,342,366,86,2024-04-25 08:24:12.924000,Aigaiou,7,Trochaia,9,2024-04-25 08:24:13.226455,2024-04-25 08:25:28.000000,2024-04-25 08:31:28.000000,2024-04-25 08:30:00.503396,2024-04-25 08:38:13.451978,1,Aigaiou,7,Trochaia,9,COMPLETED
1,IPT 7084,344,367,24,2024-04-25 08:24:57.816000,Agios Tryfon,10,Plateia Vergoti,2,2024-04-25 08:24:58.066428,2024-04-25 08:35:48.000000,2024-04-25 08:53:38.000000,2024-04-25 08:47:18.106005,2024-04-25 09:11:01.279781,1,Agios Tryfon,10,Plateia Vergoti,2,COMPLETED
3,IPT 7081,345,371,27,2024-04-25 08:38:23.431000,Gymnasio,4,Kyprou,3,2024-04-25 08:38:23.449192,2024-04-25 08:48:36.000000,2024-04-25 08:53:47.000000,2024-04-25 08:48:48.341681,2024-04-25 08:54:38.443831,1,Gymnasio,4,Kyprou,3,COMPLETED
2,IPO 7757,348,372,23,2024-04-25 08:46:05.876000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-25 08:46:07.039870,2024-04-25 08:58:05.000000,2024-04-25 09:08:51.000000,2024-04-25 09:01:53.059216,2024-04-25 09:07:38.812256,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
4,ITN 1930,347,373,47,2024-04-25 08:48:09.285000,Trochaia,9,Kyprou,3,2024-04-25 08:48:09.225800,2024-04-25 09:07:36.000000,2024-04-25 09:07:37.000000,2024-04-25 08:55:59.584999,2024-04-25 09:04:59.574305,1,Trochaia,9,Kyprou,3,COMPLETED
2,IPO 7757,352,374,86,2024-04-25 08:48:23.586000,Trochaia,9,Plateia Vergoti,2,2024-04-25 08:48:23.872631,2024-04-25 09:08:51.000000,2024-04-25 09:19:02.000000,2024-04-25 09:19:51.975788,2024-04-25 09:28:54.708008,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
3,IPT 7081,353,379,47,2024-04-25 09:05:22.081000,DEI,8,Plateia Glyfadas,1,2024-04-25 09:05:22.027018,2024-04-25 09:13:01.000000,2024-04-25 09:20:34.000000,2024-04-25 09:20:02.917388,2024-04-25 09:30:44.116102,1,DEI,8,Plateia Glyfadas,1,COMPLETED
4,ITN 1930,350,380,27,2024-04-25 09:05:36.618000,Kyprou,3,Plateia Vergoti,2,2024-04-25 09:05:36.861575,2024-04-25 09:05:36.000000,2024-04-25 09:10:34.000000,2024-04-25 09:07:07.318251,2024-04-25 09:18:27.601274,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
1,IPT 7084,354,381,24,2024-04-25 09:17:02.215000,Agios Tryfon,10,Plateia Glyfadas,1,2024-04-25 09:17:02.474401,2024-04-25 09:26:57.000000,2024-04-25 09:37:31.000000,2024-04-25 09:30:34.781775,2024-04-25 09:51:33.189069,1,Agios Tryfon,10,Plateia Glyfadas,1,COMPLETED
4,ITN 1930,355,382,25,2024-04-25 09:18:59.850000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-25 09:19:00.020818,2024-04-25 09:31:29.000000,2024-04-25 09:46:47.000000,2024-04-25 09:32:53.992839,2024-04-25 09:37:36.478270,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
3,IPT 7081,356,383,47,2024-04-25 09:40:26.673000,Plateia Vergoti,2,Aigaiou,7,2024-04-25 09:40:26.605690,2024-04-25 09:42:59.000000,2024-04-25 10:02:20.000000,2024-04-25 09:42:39.396537,2024-04-25 09:56:20.893115,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,361,387,86,2024-04-26 07:12:29.668000,Plateia Vergoti,2,Aigaiou,7,2024-04-26 07:12:29.924252,2024-04-26 07:12:29.000000,2024-04-26 07:22:20.000000,2024-04-26 07:21:03.404179,2024-04-26 07:36:06.414147,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
3,IPT 7081,359,389,52,2024-04-26 07:14:00.435000,Plateia Vergoti,2,Plateia Karaiskaki,11,2024-04-26 07:13:59.731164,2024-04-26 07:14:00.000000,2024-04-26 07:26:30.000000,2024-04-26 07:14:36.578585,2024-04-26 07:31:16.095564,1,Plateia Vergoti,2,Plateia Karaiskaki,11,COMPLETED
4,ITN 1930,360,390,27,2024-04-26 07:14:48.456000,Plateia Vergoti,2,Gymnasio,4,2024-04-26 07:14:48.429437,2024-04-26 07:14:48.000000,2024-04-26 07:23:55.000000,2024-04-26 07:19:38.578258,2024-04-26 07:30:25.773503,2,Plateia Vergoti,2,Gymnasio,4,COMPLETED
3,IPT 7081,363,393,52,2024-04-26 07:31:45.597000,Plateia Karaiskaki,11,Kyprou,3,2024-04-26 07:31:44.899047,2024-04-26 07:31:45.000000,2024-04-26 07:46:04.000000,2024-04-26 07:32:05.148678,2024-04-26 07:51:45.828249,1,Plateia Karaiskaki,11,Kyprou,3,COMPLETED
1,IPT 7084,366,394,86,2024-04-26 07:38:34.535000,Aigaiou,7,Trochaia,9,2024-04-26 07:38:34.820342,2024-04-26 07:38:34.000000,2024-04-26 07:44:34.000000,2024-04-26 07:54:58.569412,2024-04-26 08:05:29.163899,1,Aigaiou,7,Trochaia,9,COMPLETED
4,ITN 1930,364,395,27,2024-04-26 07:39:13.365000,Gymnasio,4,Kyprou,3,2024-04-26 07:39:13.301437,2024-04-26 07:39:13.000000,2024-04-26 07:44:19.000000,2024-04-26 07:39:28.544758,2024-04-26 07:44:56.654532,3,Gymnasio,4,Kyprou,3,COMPLETED
2,IPO 7757,367,396,47,2024-04-26 07:52:11.063000,Trochaia,9,Kyprou,3,2024-04-26 07:52:10.995746,2024-04-26 07:52:11.000000,2024-04-26 08:03:19.000000,2024-04-26 08:00:37.882303,2024-04-26 08:14:20.954464,1,Trochaia,9,Kyprou,3,COMPLETED
3,IPT 7081,365,397,52,2024-04-26 07:52:17.544000,Kyprou,3,Plateia Vergoti,2,2024-04-26 07:52:17.015272,2024-04-26 07:52:17.000000,2024-04-26 08:03:58.000000,2024-04-26 07:52:31.787288,2024-04-26 08:02:08.102158,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
3,IPT 7081,370,398,24,2024-04-26 07:56:20.425000,Gymnasio,4,Kyprou,3,2024-04-26 07:56:20.624059,2024-04-26 08:24:55.000000,2024-04-26 08:30:06.000000,2024-04-26 08:14:40.373215,2024-04-26 08:21:27.449738,1,Gymnasio,4,Kyprou,3,COMPLETED
1,IPT 7084,369,399,25,2024-04-26 08:08:14.423000,Trochaia,9,Plateia Karaiskaki,11,2024-04-26 08:08:14.299064,2024-04-26 08:11:33.000000,2024-04-26 08:18:34.000000,2024-04-26 08:13:01.261937,2024-04-26 08:27:23.330609,1,Trochaia,9,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,369,400,86,2024-04-26 08:11:31.718000,Trochaia,9,Plateia Karaiskaki,11,2024-04-26 08:11:31.970561,2024-04-26 08:11:33.000000,2024-04-26 08:34:20.000000,2024-04-26 08:13:01.261937,2024-04-26 08:27:23.330609,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
1,IPT 7084,372,400,86,2024-04-26 08:11:31.718000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-26 08:11:31.970561,2024-04-26 08:11:33.000000,2024-04-26 08:34:20.000000,2024-04-26 08:27:23.876685,2024-04-26 08:51:08.627827,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
3,IPT 7081,371,401,27,2024-04-26 08:12:19.595000,Kyprou,3,Plateia Vergoti,2,2024-04-26 08:12:19.830204,2024-04-26 08:30:06.000000,2024-04-26 08:37:43.000000,2024-04-26 08:21:27.665636,2024-04-26 08:33:04.749244,1,Kyprou,3,Plateia Vergoti,2,COMPLETED
3,IPT 7081,373,402,23,2024-04-26 08:13:59.225000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-26 08:14:00.407069,2024-04-26 08:35:00.000000,2024-04-26 08:37:43.000000,2024-04-26 08:33:05.359001,2024-04-26 08:38:39.502182,1,Plateia Vergoti,2,Plateia Glyfadas,1,COMPLETED
3,IPT 7081,376,404,47,2024-04-26 08:51:00.314000,Plateia Vergoti,2,Aigaiou,7,2024-04-26 08:51:00.247076,2024-04-26 08:53:31.000000,2024-04-26 09:03:21.000000,2024-04-26 09:01:25.805618,2024-04-26 09:15:36.744734,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
2,IPO 7757,375,405,25,2024-04-26 08:51:19.435000,Plateia Karaiskaki,11,Plateia Vergoti,2,2024-04-26 08:51:19.281251,2024-04-26 08:55:53.000000,2024-04-26 09:11:39.000000,2024-04-26 08:59:05.286989,2024-04-26 09:19:03.286456,1,Plateia Karaiskaki,11,Plateia Vergoti,2,COMPLETED
1,IPT 7084,377,406,24,2024-04-26 08:53:49.115000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-26 08:53:49.648676,2024-04-26 09:05:01.000000,2024-04-26 09:13:49.000000,2024-04-26 09:05:36.997353,2024-04-26 09:11:53.932649,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
1,IPT 7084,378,406,24,2024-04-26 08:53:49.115000,Plateia Glyfadas,1,Trochaia,9,2024-04-26 08:53:49.648676,2024-04-26 09:05:01.000000,2024-04-26 09:13:49.000000,2024-04-26 09:11:54.434460,2024-04-26 09:18:17.397497,1,Plateia Vergoti,2,Trochaia,9,COMPLETED
1,IPT 7084,378,407,30,2024-04-26 09:02:26.619000,Plateia Glyfadas,1,Trochaia,9,2024-04-26 09:02:26.681322,2024-04-26 09:07:51.000000,2024-04-26 09:36:21.000000,2024-04-26 09:11:54.434460,2024-04-26 09:18:17.397497,1,Plateia Glyfadas,1,Gymnasio,4,COMPLETED
1,IPT 7084,379,407,30,2024-04-26 09:02:26.619000,Trochaia,9,Aigaiou,7,2024-04-26 09:02:26.681322,2024-04-26 09:07:51.000000,2024-04-26 09:36:21.000000,2024-04-26 09:18:18.051291,2024-04-26 09:26:01.054366,1,Plateia Glyfadas,1,Gymnasio,4,COMPLETED
1,IPT 7084,380,407,30,2024-04-26 09:02:26.619000,Aigaiou,7,Gymnasio,4,2024-04-26 09:02:26.681322,2024-04-26 09:07:51.000000,2024-04-26 09:36:21.000000,2024-04-26 09:26:01.605202,2024-04-26 09:32:18.055762,1,Plateia Glyfadas,1,Gymnasio,4,COMPLETED
1,IPT 7084,377,408,86,2024-04-26 09:04:52.598000,Plateia Vergoti,2,Plateia Glyfadas,1,2024-04-26 09:04:52.865977,2024-04-26 09:05:01.000000,2024-04-26 09:20:38.000000,2024-04-26 09:05:36.997353,2024-04-26 09:11:53.932649,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,378,408,86,2024-04-26 09:04:52.598000,Plateia Glyfadas,1,Trochaia,9,2024-04-26 09:04:52.865977,2024-04-26 09:05:01.000000,2024-04-26 09:20:38.000000,2024-04-26 09:11:54.434460,2024-04-26 09:18:17.397497,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
1,IPT 7084,379,408,86,2024-04-26 09:04:52.598000,Trochaia,9,Aigaiou,7,2024-04-26 09:04:52.865977,2024-04-26 09:05:01.000000,2024-04-26 09:20:38.000000,2024-04-26 09:18:18.051291,2024-04-26 09:26:01.054366,1,Plateia Vergoti,2,Aigaiou,7,COMPLETED
3,IPT 7081,382,409,86,2024-04-26 09:27:17.197000,Aigaiou,7,Trochaia,9,2024-04-26 09:27:17.501004,2024-04-26 09:29:30.000000,2024-04-26 09:35:30.000000,2024-04-26 09:33:47.876383,2024-04-26 09:39:54.144322,1,Aigaiou,7,Trochaia,9,COMPLETED
2,IPO 7757,383,410,47,2024-04-26 09:28:50.019000,Trochaia,9,Kyprou,3,2024-04-26 09:28:49.970218,2024-04-26 09:34:30.000000,2024-04-26 09:53:24.000000,2024-04-26 09:36:41.886306,2024-04-26 09:49:02.784644,1,Trochaia,9,Kyprou,3,COMPLETED
3,IPT 7081,384,412,25,2024-04-26 09:29:27.188000,Trochaia,9,Plateia Karaiskaki,11,2024-04-26 09:29:27.034925,2024-04-26 09:35:30.000000,2024-04-26 09:42:23.000000,2024-04-26 09:39:54.303210,2024-04-26 09:54:00.096683,1,Trochaia,9,Plateia Karaiskaki,11,COMPLETED
1,IPT 7084,381,413,24,2024-04-26 09:29:28.410000,Gymnasio,4,Kyprou,3,2024-04-26 09:29:31.741920,2024-04-26 09:36:21.000000,2024-04-26 09:41:27.000000,2024-04-26 09:32:18.487011,2024-04-26 09:37:40.839752,1,Gymnasio,4,Kyprou,3,COMPLETED
1,IPT 7084,381,414,27,2024-04-26 09:31:32.090000,Gymnasio,4,Kyprou,3,2024-04-26 09:31:32.039867,2024-04-26 09:36:21.000000,2024-04-26 09:41:27.000000,2024-04-26 09:32:18.487011,2024-04-26 09:37:40.839752,1,Gymnasio,4,Kyprou,3,COMPLETED
1,IPT 7084,386,415,86,2024-04-26 09:42:25.201000,Trochaia,9,Agios Tryfon,10,2024-04-26 09:42:25.494208,2024-04-26 09:52:28.000000,2024-04-26 10:09:53.000000,2024-04-26 09:53:19.321587,2024-04-26 10:00:59.212534,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
1,IPT 7084,387,415,86,2024-04-26 09:42:25.201000,Agios Tryfon,10,Plateia Glyfadas,1,2024-04-26 09:42:25.494208,2024-04-26 09:52:28.000000,2024-04-26 10:09:53.000000,2024-04-26 10:00:59.842938,2024-04-26 10:25:30.612254,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
1,IPT 7084,391,415,86,2024-04-26 09:42:25.201000,Plateia Glyfadas,1,Plateia Vergoti,2,2024-04-26 09:42:25.494208,2024-04-26 09:52:28.000000,2024-04-26 10:09:53.000000,2024-04-26 10:25:31.144194,2024-04-26 10:28:44.326537,1,Trochaia,9,Plateia Vergoti,2,COMPLETED
