bus,plateNumber,request_id,user_id,request_created_at,request_cancelled_at,request_etd,request_eta,passengers,request_departure_name,departure_id,request_arrival_name,request_arrival_id,status
NULL,NULL,650,24,2024-05-08 09:41:30.405000,2024-05-08 09:41:31.045348,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,651,24,2024-05-08 09:41:32.605000,2024-05-08 09:41:33.177480,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,652,24,2024-05-08 09:41:43.923000,2024-05-08 09:41:44.404135,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,653,24,2024-05-08 09:42:00.548000,2024-05-08 09:42:01.036256,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,654,24,2024-05-08 09:42:07.273000,2024-05-08 09:42:07.719067,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,655,24,2024-05-08 09:42:19.927000,2024-05-08 09:42:20.622108,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,656,24,2024-05-08 09:42:32.641000,2024-05-08 09:42:33.270987,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,657,24,2024-05-08 09:42:41.906000,2024-05-08 09:42:42.558299,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,659,27,2024-05-08 09:44:37.188000,2024-05-08 09:44:37.187899,NULL,NULL,1,Plateia Vergoti,2,DEI,8,CANCELLED
NULL,NULL,660,27,2024-05-08 09:44:39.575000,2024-05-08 09:44:39.558075,NULL,NULL,1,Plateia Vergoti,2,DEI,8,CANCELLED
NULL,NULL,664,86,2024-05-08 10:05:16.669000,2024-06-10 10:23:44.167949,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,665,86,2024-05-08 10:05:20.104000,2024-06-10 10:23:44.167960,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,666,86,2024-05-08 10:05:21.597000,2024-06-10 10:23:44.167972,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,667,86,2024-05-08 10:05:23.189000,2024-06-10 10:23:44.167983,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,668,86,2024-05-08 10:05:39.862000,2024-06-10 10:23:44.167998,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,669,86,2024-05-08 10:05:43.600000,2024-06-10 10:23:44.168010,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,670,27,2024-05-08 10:06:42.629000,2024-05-08 10:06:42.629562,NULL,NULL,1,Plateia Vergoti,2,DEI,8,CANCELLED
NULL,NULL,671,27,2024-05-08 10:06:44.541000,2024-05-08 10:06:44.592231,NULL,NULL,1,Plateia Vergoti,2,DEI,8,CANCELLED
NULL,NULL,672,27,2024-05-08 10:06:45.008000,2024-05-08 10:06:45.061878,NULL,NULL,1,Plateia Vergoti,2,DEI,8,CANCELLED
NULL,NULL,673,27,2024-05-08 10:06:45.818000,2024-05-08 10:06:45.823297,NULL,NULL,1,Plateia Vergoti,2,DEI,8,CANCELLED
NULL,NULL,674,27,2024-05-08 10:06:57.339000,2024-05-08 10:06:57.288602,NULL,NULL,2,Plateia Karaiskaki,11,Plateia Vergoti,2,CANCELLED
NULL,NULL,675,27,2024-05-08 10:06:58.876000,2024-05-08 10:06:58.883224,NULL,NULL,2,Plateia Karaiskaki,11,Plateia Vergoti,2,CANCELLED
NULL,NULL,676,86,2024-05-08 10:08:17.619000,2024-06-10 10:23:44.168022,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,677,86,2024-05-08 10:08:19.878000,2024-06-10 10:23:44.168034,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,678,27,2024-05-08 10:10:21.476000,2024-05-08 10:10:21.413281,NULL,NULL,2,Plateia Karaiskaki,11,Plateia Vergoti,2,CANCELLED
NULL,NULL,679,27,2024-05-08 10:10:25.084000,2024-05-08 10:10:25.078150,NULL,NULL,1,Plateia Karaiskaki,11,Plateia Vergoti,2,CANCELLED
NULL,NULL,680,27,2024-05-08 10:10:30.829000,2024-05-08 10:10:30.830507,NULL,NULL,1,Plateia Vergoti,2,Kyprou,3,CANCELLED
NULL,NULL,681,27,2024-05-08 10:10:32.374000,2024-05-08 10:10:32.318564,NULL,NULL,1,Plateia Vergoti,2,Kyprou,3,CANCELLED
NULL,NULL,682,86,2024-05-08 10:12:08.396000,2024-06-10 10:23:44.168045,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,683,86,2024-05-08 10:12:10.040000,2024-06-10 10:23:44.168056,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,684,86,2024-05-08 10:12:11.527000,2024-06-10 10:23:44.168067,NULL,NULL,1,Kyprou,3,Agios Tryfon,10,CANCELLED
NULL,NULL,687,25,2024-05-08 10:15:47.850000,2024-05-08 10:15:48.194281,NULL,NULL,1,Agia Triada,5,Plateia Glyfadas,1,CANCELLED
NULL,NULL,689,57,2024-05-08 10:21:45.090000,2024-05-08 10:21:45.955556,NULL,NULL,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
NULL,NULL,690,57,2024-05-08 10:21:50.016000,2024-05-08 10:21:50.862557,NULL,NULL,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
NULL,NULL,692,47,2024-05-08 10:26:52.834000,2024-05-08 10:26:52.976670,NULL,NULL,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
NULL,NULL,693,47,2024-05-08 10:26:57.191000,2024-05-08 10:26:57.328510,NULL,NULL,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
4,ITN 1930,694,47,2024-05-08 10:34:15.242000,2024-05-08 10:50:32.550091,2024-05-08 10:44:49.000000,2024-05-08 10:52:29.000000,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
NULL,NULL,696,86,2024-05-08 10:37:56.281000,2024-06-10 10:23:44.168090,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,697,86,2024-05-08 10:37:59.952000,2024-06-10 10:23:44.168101,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,698,86,2024-05-08 10:38:04.710000,2024-06-10 10:23:44.168112,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,699,86,2024-05-08 10:38:06.600000,2024-06-10 10:23:44.168123,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,700,86,2024-05-08 10:38:22.920000,2024-06-10 10:23:44.168135,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,701,86,2024-05-08 10:38:26.676000,2024-06-10 10:23:44.168147,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,702,86,2024-05-08 10:38:29.416000,2024-06-10 10:23:44.168158,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,703,86,2024-05-08 10:38:30.858000,2024-06-10 10:23:44.168169,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,704,86,2024-05-08 10:38:31.950000,2024-06-10 10:23:44.168180,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,705,86,2024-05-08 10:38:32.941000,2024-06-10 10:23:44.168191,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,706,86,2024-05-08 10:38:34.134000,2024-06-10 10:23:44.168202,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,707,86,2024-05-08 10:38:35.189000,2024-06-10 10:23:44.168213,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,708,86,2024-05-08 10:38:37.797000,2024-06-10 10:23:44.168237,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,709,86,2024-05-08 10:38:39.639000,2024-06-10 10:23:44.168250,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,710,86,2024-05-08 10:38:55.926000,2024-06-10 10:23:44.168262,NULL,NULL,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,711,86,2024-05-08 14:48:13.168000,2024-06-10 10:23:44.168273,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,712,86,2024-05-08 14:48:19.304000,2024-06-10 10:23:44.168284,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,713,86,2024-05-08 14:48:20.866000,2024-06-10 10:23:44.168295,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,714,86,2024-05-08 14:48:21.786000,2024-06-10 10:23:44.168308,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,715,57,2024-05-09 07:12:59.344000,2024-05-09 07:13:00.926389,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,716,57,2024-05-09 07:13:06.400000,2024-05-09 07:13:07.072904,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,717,86,2024-05-09 07:13:07.471000,2024-06-10 10:23:44.168326,NULL,NULL,1,Plateia Vergoti,2,Antheon,6,CANCELLED
NULL,NULL,718,57,2024-05-09 07:13:07.720000,2024-05-09 07:13:08.382214,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,719,86,2024-05-09 07:13:09.838000,2024-06-10 10:23:44.168337,NULL,NULL,1,Plateia Vergoti,2,Antheon,6,CANCELLED
NULL,NULL,720,86,2024-05-09 07:13:10.996000,2024-06-10 10:23:44.168349,NULL,NULL,1,Plateia Vergoti,2,Antheon,6,CANCELLED
NULL,NULL,721,86,2024-05-09 07:13:32.699000,2024-06-10 10:23:44.168360,NULL,NULL,1,Plateia Vergoti,2,Antheon,6,CANCELLED
NULL,NULL,722,63,2024-05-09 07:13:52.992000,2024-05-09 07:13:53.666474,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,723,63,2024-05-09 07:16:00.573000,2024-05-09 07:16:01.367923,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,724,63,2024-05-09 07:16:01.545000,2024-05-09 07:16:02.220004,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,725,63,2024-05-09 07:17:23.633000,2024-05-09 07:17:24.309858,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,726,63,2024-05-09 07:17:25.002000,2024-05-09 07:17:25.679146,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,727,63,2024-05-09 07:21:00.757000,2024-05-09 07:21:07.071330,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,728,63,2024-05-09 07:29:57.728000,2024-05-09 07:29:58.404420,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,729,63,2024-05-09 07:37:55.106000,2024-05-09 07:37:55.974073,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,730,59,2024-05-09 07:41:33.977000,2024-05-09 07:41:33.874282,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,731,63,2024-05-09 07:41:44.892000,2024-05-09 07:41:46.350401,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,732,63,2024-05-09 07:41:48.182000,2024-05-09 07:41:48.890757,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,733,63,2024-05-09 07:41:49.280000,2024-05-09 07:41:49.936759,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,734,25,2024-05-09 07:43:39.577000,2024-05-09 07:43:39.741526,NULL,NULL,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
NULL,NULL,735,59,2024-05-09 07:44:29.339000,2024-05-09 07:44:29.455724,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,736,27,2024-05-09 07:44:56.020000,2024-05-09 07:44:55.722848,NULL,NULL,1,Plateia Vergoti,2,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,737,24,2024-05-09 07:47:34.558000,2024-05-09 07:47:34.827484,NULL,NULL,1,Plateia Glyfadas,1,Gymnasio,4,CANCELLED
NULL,NULL,738,25,2024-05-09 07:49:33.879000,2024-05-09 07:49:34.060485,NULL,NULL,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
NULL,NULL,739,59,2024-05-09 07:53:32.568000,2024-05-09 07:53:32.751897,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,740,63,2024-05-09 07:57:17.473000,2024-05-09 07:57:18.168016,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,741,59,2024-05-09 08:13:29.291000,2024-05-09 08:13:29.171155,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,742,25,2024-05-09 08:15:18.326000,2024-05-09 08:15:18.483210,NULL,NULL,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
NULL,NULL,743,63,2024-05-09 08:15:20.330000,2024-05-09 08:15:21.254089,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,744,63,2024-05-09 08:15:23.872000,2024-05-09 08:15:24.582943,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,745,25,2024-05-09 08:15:45.970000,2024-05-09 08:15:46.161283,NULL,NULL,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
NULL,NULL,746,59,2024-05-09 08:17:59.765000,2024-05-09 08:18:00.107171,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,747,63,2024-05-09 08:18:04.043000,2024-05-09 08:18:04.920719,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,748,63,2024-05-09 08:18:06.190000,2024-05-09 08:18:06.871568,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,749,63,2024-05-09 08:18:46.137000,2024-05-09 08:18:46.807086,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,750,63,2024-05-09 08:18:47.111000,2024-05-09 08:18:47.782395,NULL,NULL,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
NULL,NULL,751,59,2024-05-09 08:35:47.653000,2024-05-09 08:35:47.550664,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,752,59,2024-05-09 08:37:33.820000,2024-05-09 08:37:33.707081,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,753,25,2024-05-09 08:45:47.641000,2024-05-09 08:45:47.864447,NULL,NULL,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
NULL,NULL,754,59,2024-05-09 09:23:34.315000,2024-05-09 09:23:34.179603,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,755,24,2024-05-09 09:26:03.593000,2024-05-09 09:26:03.800619,NULL,NULL,1,Plateia Glyfadas,1,Gymnasio,4,CANCELLED
NULL,NULL,756,59,2024-05-09 09:26:28.800000,2024-05-09 09:26:28.960831,NULL,NULL,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
NULL,NULL,757,25,2024-05-09 09:28:09.295000,2024-05-09 09:28:09.472442,NULL,NULL,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
NULL,NULL,758,47,2024-05-09 09:28:30.726000,2024-05-09 09:28:30.804523,NULL,NULL,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
NULL,NULL,759,52,2024-05-09 09:32:53.181000,2024-05-09 09:32:50.961436,NULL,NULL,2,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,760,52,2024-05-09 09:33:00.376000,2024-05-09 09:32:58.143071,NULL,NULL,2,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,761,65,2024-05-09 12:58:23.580000,2024-05-09 12:58:24.668979,NULL,NULL,1,Plateia Glyfadas,1,Trochaia,9,CANCELLED
NULL,NULL,762,65,2024-05-09 12:58:30.789000,2024-05-09 12:58:31.989261,NULL,NULL,1,Plateia Glyfadas,1,Trochaia,9,CANCELLED
1,IPT 7084,777,27,2024-05-13 08:24:49.160000,2024-05-13 08:44:35.389466,2024-05-13 08:27:42.000000,2024-05-13 08:34:49.000000,3,Plateia Vergoti,2,Kyprou,3,CANCELLED
4,ITN 1930,778,59,2024-05-13 08:26:29.435000,2024-05-13 08:40:16.882066,2024-05-13 08:31:14.000000,2024-05-13 08:38:54.000000,1,DEI,8,Plateia Glyfadas,1,CANCELLED
4,ITN 1930,781,59,2024-05-13 08:41:09.902000,2024-05-13 08:41:32.890117,2024-05-13 08:50:25.000000,2024-05-13 09:00:15.000000,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
4,ITN 1930,783,59,2024-05-13 08:43:34.665000,2024-05-13 08:43:45.474125,2024-05-13 08:43:34.000000,2024-05-13 08:53:23.000000,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
4,ITN 1930,784,59,2024-05-13 08:44:11.703000,2024-05-13 08:44:33.441140,2024-05-13 08:44:11.000000,2024-05-13 08:54:00.000000,1,Plateia Vergoti,2,Aigaiou,7,CANCELLED
4,ITN 1930,802,27,2024-05-13 10:16:28.064000,2024-05-13 10:18:10.627082,2024-05-13 10:24:01.000000,2024-05-13 10:30:02.000000,1,Aigaiou,7,Trochaia,9,CANCELLED
4,ITN 1930,804,47,2024-05-13 10:32:40.325000,2024-05-13 10:35:12.646294,2024-05-13 10:38:04.000000,2024-05-13 10:45:45.000000,1,Gymnasio,4,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,807,86,2024-05-14 07:07:48.093000,2024-06-10 10:23:44.168476,2024-05-14 07:20:45.000000,2024-05-14 07:30:40.000000,1,Plateia Vergoti,2,Agios Tryfon,10,CANCELLED
1,IPT 7084,816,27,2024-05-14 07:44:34.605000,2024-05-14 07:55:18.296450,2024-05-14 07:56:02.000000,2024-05-14 08:02:05.000000,2,Plateia Vergoti,2,Antheon,6,CANCELLED
3,IPT 7081,822,86,2024-05-14 08:10:09.402000,2024-06-10 10:23:44.168516,2024-05-14 08:20:10.000000,2024-05-14 08:31:04.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,823,86,2024-05-14 08:19:39.104000,2024-06-10 10:23:44.168528,2024-05-14 08:19:39.000000,2024-05-14 08:30:32.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,824,86,2024-05-14 08:20:12.838000,2024-06-10 10:23:44.168539,2024-05-14 08:20:12.000000,2024-05-14 08:31:06.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,825,86,2024-05-14 08:20:54.079000,2024-06-10 10:23:44.168550,2024-05-14 08:20:54.000000,2024-05-14 08:31:47.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,828,86,2024-05-14 08:24:10.720000,2024-06-10 10:23:44.168561,2024-05-14 08:24:15.000000,2024-05-14 08:35:09.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,834,76,2024-05-14 08:57:09.402000,2024-05-14 08:57:18.565699,2024-05-14 09:16:16.000000,2024-05-14 09:28:41.000000,6,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
3,IPT 7081,842,57,2024-05-14 09:28:42.443000,2024-05-14 09:29:22.516429,2024-05-14 09:35:45.000000,2024-05-14 09:41:46.000000,1,Agia Triada,5,Antheon,6,CANCELLED
1,IPT 7084,844,47,2024-05-14 09:35:01.448000,2024-05-14 09:35:04.407281,2024-05-14 09:35:01.000000,2024-05-14 09:47:31.000000,1,Plateia Vergoti,2,Plateia Karaiskaki,11,CANCELLED
1,IPT 7084,845,59,2024-05-14 09:35:12.845000,2024-05-14 09:35:14.994496,2024-05-14 09:35:21.000000,2024-05-14 09:44:34.000000,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
1,IPT 7084,846,47,2024-05-14 09:35:19.159000,2024-05-14 09:35:21.567613,2024-05-14 09:35:28.000000,2024-05-14 09:45:23.000000,1,Plateia Vergoti,2,Agios Tryfon,10,CANCELLED
3,IPT 7081,849,27,2024-05-14 10:05:59.569000,2024-05-14 10:40:45.159187,2024-05-14 10:12:44.000000,2024-05-14 10:15:51.000000,1,Agios Tryfon,10,DEI,8,CANCELLED
1,IPT 7084,850,27,2024-05-14 10:54:50.336000,2024-05-14 10:54:51.600534,2024-05-14 11:02:28.000000,2024-05-14 11:05:01.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
1,IPT 7084,851,65,2024-05-15 07:00:26.669000,2024-05-15 07:00:54.922186,2024-05-15 07:00:26.000000,2024-05-15 07:06:24.000000,1,Plateia Glyfadas,1,Trochaia,9,CANCELLED
1,IPT 7084,852,65,2024-05-15 07:01:30.936000,2024-05-15 07:10:04.783410,2024-05-15 07:07:28.000000,2024-05-15 07:13:26.000000,1,Plateia Glyfadas,1,Trochaia,9,CANCELLED
1,IPT 7084,854,60,2024-05-15 07:14:08.622000,2024-05-15 07:15:40.554966,2024-05-15 07:14:08.000000,2024-05-15 07:16:58.000000,1,Plateia Vergoti,2,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,860,27,2024-05-15 07:51:31.484000,2024-05-15 07:51:40.252000,2024-05-15 07:54:15.000000,2024-05-15 07:56:47.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
4,ITN 1930,861,27,2024-05-15 07:52:20.287000,2024-05-15 07:52:22.746083,2024-05-15 07:56:40.000000,2024-05-15 07:59:13.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
2,IPO 7757,862,27,2024-05-15 07:53:05.102000,2024-05-15 07:53:57.656696,2024-05-15 07:58:44.000000,2024-05-15 08:01:16.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
1,IPT 7084,863,27,2024-05-15 07:54:40.863000,2024-05-15 07:54:42.963214,2024-05-15 08:02:50.000000,2024-05-15 08:09:53.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
4,ITN 1930,868,60,2024-05-15 08:03:05.620000,2024-05-15 08:03:50.046519,2024-05-15 08:07:25.000000,2024-05-15 08:09:56.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
4,ITN 1930,869,60,2024-05-15 08:03:59.224000,2024-05-15 08:04:02.231944,2024-05-15 08:11:56.000000,2024-05-15 08:14:27.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
4,ITN 1930,870,60,2024-05-15 08:04:10.919000,2024-05-15 08:04:13.486156,2024-05-15 08:12:06.000000,2024-05-15 08:14:38.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
1,IPT 7084,878,27,2024-05-15 08:45:52.473000,2024-05-15 08:46:25.707418,2024-05-15 09:01:03.000000,2024-05-15 09:06:26.000000,3,Aigaiou,7,Gymnasio,4,CANCELLED
1,IPT 7084,881,68,2024-05-15 09:07:06.941000,2024-05-15 09:08:43.354960,2024-05-15 09:07:06.000000,2024-05-15 09:13:21.000000,6,DEI,8,Gymnasio,4,CANCELLED
2,IPO 7757,888,59,2024-05-15 09:41:59.932000,2024-05-15 10:55:14.013279,2024-05-15 10:02:39.000000,2024-05-15 10:09:17.000000,1,Agia Triada,5,Kyprou,3,CANCELLED
3,IPT 7081,890,27,2024-05-15 10:23:02.443000,2024-05-15 10:45:20.411690,2024-05-15 10:42:03.000000,2024-05-15 10:46:49.000000,2,Aigaiou,7,DEI,8,CANCELLED
3,IPT 7081,891,47,2024-05-15 10:29:04.607000,2024-05-15 10:45:25.630708,2024-05-15 10:50:52.000000,2024-05-15 10:54:58.000000,1,Antheon,6,DEI,8,CANCELLED
2,IPO 7757,893,86,2024-05-15 10:59:43.091000,2024-06-10 10:23:44.168701,2024-05-15 11:14:04.000000,2024-05-15 11:16:54.000000,1,Plateia Vergoti,2,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,894,78,2024-05-15 12:23:35.699000,2024-05-15 12:23:56.749129,2024-05-15 12:35:30.000000,2024-05-15 12:46:04.000000,3,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,895,78,2024-05-15 12:24:14.764000,2024-05-15 12:24:25.602519,2024-05-15 12:36:45.000000,2024-05-15 12:49:00.000000,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
2,IPO 7757,896,83,2024-05-15 14:33:18.816000,2024-05-15 14:33:31.652495,2024-05-15 14:46:07.000000,2024-05-15 14:58:22.000000,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
2,IPO 7757,897,83,2024-05-15 14:33:48.458000,2024-05-15 22:00:00.490487,2024-05-15 14:46:38.000000,2024-05-15 14:58:54.000000,2,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
4,ITN 1930,903,86,2024-05-16 07:29:51.598000,2024-06-10 10:23:44.168727,2024-05-16 07:29:51.000000,2024-05-16 07:37:29.000000,1,Agia Triada,5,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,905,27,2024-05-16 07:30:30.758000,2024-05-16 07:31:39.128966,2024-05-16 07:40:05.000000,2024-05-16 07:47:39.000000,1,Kyprou,3,Aigaiou,7,CANCELLED
2,IPO 7757,928,65,2024-05-16 09:12:26.225000,2024-05-16 09:22:39.780169,2024-05-16 09:18:37.000000,2024-05-16 09:26:17.000000,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
3,IPT 7081,933,47,2024-05-16 09:35:01.517000,2024-05-16 09:35:22.851954,2024-05-16 09:47:31.000000,2024-05-16 10:01:49.000000,1,Plateia Karaiskaki,11,Kyprou,3,CANCELLED
3,IPT 7081,935,47,2024-05-16 10:41:19.593000,2024-05-16 22:00:00.555091,2024-05-16 10:45:52.000000,2024-05-16 10:50:58.000000,1,Agios Tryfon,10,Trochaia,9,CANCELLED
3,IPT 7081,938,59,2024-05-17 07:24:44.525000,2024-05-17 07:26:44.752076,2024-05-17 07:24:44.000000,2024-05-17 07:33:56.000000,2,Plateia Vergoti,2,Agia Triada,5,CANCELLED
3,IPT 7081,940,86,2024-05-17 07:27:53.700000,2024-06-10 10:23:44.168895,2024-05-17 07:27:53.000000,2024-05-17 07:35:44.000000,1,Plateia Vergoti,2,DEI,8,CANCELLED
3,IPT 7081,946,88,2024-05-17 07:54:28.653000,2024-05-17 07:54:52.478493,2024-05-17 08:03:32.000000,2024-05-17 08:10:54.000000,1,Plateia Vergoti,2,Kyprou,3,CANCELLED
