bus,plateNumber,request_id,user_id,request_created_at,request_cancelled_at,request_etd,request_eta,passengers,request_departure_name,departure_id,request_arrival_name,request_arrival_id,status
3,IPT 7081,951,59,2024-05-17 08:20:58.995000,2024-05-17 08:21:13.766716,2024-05-17 08:20:58.000000,2024-05-17 08:31:42.000000,2,Kyprou,3,Agios Tryfon,10,CANCELLED
3,IPT 7081,959,47,2024-05-17 09:03:08.169000,2024-05-17 09:22:29.220552,2024-05-17 09:10:04.000000,2024-05-17 09:14:09.000000,1,Antheon,6,DEI,8,CANCELLED
3,IPT 7081,961,47,2024-05-17 09:35:44.380000,2024-05-17 09:39:23.297827,2024-05-17 09:41:34.000000,2024-05-17 09:45:42.000000,1,Aigaiou,7,Agios Tryfon,10,CANCELLED
2,IPO 7757,965,27,2024-05-17 09:49:37.438000,2024-05-17 22:00:00.681799,2024-05-17 10:01:06.000000,2024-05-17 10:08:27.000000,1,Plateia Vergoti,2,Kyprou,3,CANCELLED
2,IPO 7757,968,89,2024-05-17 14:33:58.192000,2024-05-17 22:00:00.681781,2024-05-17 14:47:49.000000,2024-05-17 14:52:11.000000,1,Agios Tryfon,10,Plateia Karaiskaki,11,CANCELLED
NULL,NULL,969,27,2024-05-20 07:02:57.092000,2024-05-20 07:03:47.952750,NULL,NULL,1,Aigaiou,7,Plateia Glyfadas,1,CANCELLED
NULL,NULL,970,27,2024-05-20 07:04:06.106000,2024-05-20 07:04:06.018347,NULL,NULL,1,Aigaiou,7,Plateia Glyfadas,1,CANCELLED
NULL,NULL,971,27,2024-05-20 07:05:32.035000,2024-05-20 07:05:32.296892,NULL,NULL,1,Aigaiou,7,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,991,57,2024-05-20 09:08:43.246000,2024-05-20 09:12:59.553545,2024-05-20 09:16:17.000000,2024-05-20 09:21:27.000000,1,Agia Triada,5,DEI,8,CANCELLED
3,IPT 7081,997,59,2024-05-20 09:47:57.048000,2024-05-20 10:28:15.883285,2024-05-20 09:56:26.000000,2024-05-20 10:03:04.000000,2,Agia Triada,5,Kyprou,3,CANCELLED
2,IPO 7757,1002,100,2024-05-20 10:17:04.888000,2024-05-20 10:17:17.993871,2024-05-20 10:32:28.000000,2024-05-20 10:42:23.000000,2,Plateia Vergoti,2,Agios Tryfon,10,CANCELLED
2,IPO 7757,1003,25,2024-05-20 10:23:26.809000,2024-05-20 10:35:51.817307,2024-05-20 10:34:24.000000,2024-05-20 10:42:11.000000,1,Gymnasio,4,Agios Tryfon,10,CANCELLED
NULL,NULL,1004,86,2024-05-20 12:40:11.718000,2024-06-10 10:23:44.168983,NULL,NULL,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
NULL,NULL,1005,103,2024-05-20 13:38:56.386000,2024-05-20 13:38:56.950674,NULL,NULL,6,Plateia Glyfadas,1,Agios Tryfon,10,CANCELLED
1,IPT 7084,1006,65,2024-05-20 14:33:09.537000,2024-05-20 14:33:30.448358,2024-05-20 14:33:09.000000,2024-05-20 14:43:26.000000,1,Trochaia,9,Plateia Glyfadas,1,CANCELLED
NULL,NULL,1007,104,2024-05-21 10:12:26.622000,2024-05-21 10:12:28.410229,NULL,NULL,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
NULL,NULL,1008,104,2024-05-21 13:29:22.877000,2024-05-21 13:29:23.812166,NULL,NULL,2,Aigaiou,7,Plateia Vergoti,2,CANCELLED
3,IPT 7081,1016,86,2024-05-22 08:35:49.471000,2024-06-10 10:23:44.169007,2024-05-22 08:40:23.000000,2024-05-22 08:50:13.000000,1,Plateia Karaiskaki,11,Gymnasio,4,CANCELLED
2,IPO 7757,1018,27,2024-05-22 09:03:48.984000,2024-05-22 09:04:22.144503,2024-05-22 09:03:48.000000,2024-05-22 09:12:52.000000,2,DEI,8,Plateia Vergoti,2,CANCELLED
1,IPT 7084,1019,57,2024-05-22 09:06:32.446000,2024-05-22 09:08:28.292075,2024-05-22 09:13:10.000000,2024-05-22 09:15:54.000000,1,Kyprou,3,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1028,57,2024-05-22 09:57:58.651000,2024-05-22 09:59:33.247405,2024-05-22 10:09:07.000000,2024-05-22 10:22:36.000000,1,Kyprou,3,Plateia Karaiskaki,11,CANCELLED
3,IPT 7081,1029,25,2024-05-22 10:01:52.261000,2024-05-22 10:03:27.650352,2024-05-22 10:04:36.000000,2024-05-22 10:09:16.000000,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
3,IPT 7081,1031,25,2024-05-22 10:03:48.396000,2024-05-22 10:06:39.713570,2024-05-22 10:03:48.000000,2024-05-22 10:12:13.000000,1,Plateia Glyfadas,1,Gymnasio,4,CANCELLED
2,IPO 7757,1032,104,2024-05-22 10:24:06.115000,2024-05-22 10:25:06.803232,2024-05-22 10:24:06.000000,2024-05-22 10:37:39.000000,2,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1033,104,2024-05-22 10:25:36.028000,2024-05-22 10:26:03.534560,2024-05-22 10:34:52.000000,2024-05-22 10:41:06.000000,1,Agios Tryfon,10,Agia Triada,5,CANCELLED
3,IPT 7081,1034,104,2024-05-22 10:26:28.064000,2024-05-22 10:26:48.446347,2024-05-22 10:36:33.000000,2024-05-22 10:40:39.000000,1,Antheon,6,DEI,8,CANCELLED
3,IPT 7081,1035,104,2024-05-22 10:27:14.528000,2024-05-22 10:27:27.410332,2024-05-22 10:35:30.000000,2024-05-22 10:42:23.000000,2,Trochaia,9,Plateia Karaiskaki,11,CANCELLED
1,IPT 7084,1036,52,2024-05-22 12:23:48.214000,2024-05-22 12:26:07.483225,2024-05-22 12:23:48.000000,2024-05-22 12:32:17.000000,2,Plateia Karaiskaki,11,Agia Triada,5,CANCELLED
3,IPT 7081,1037,52,2024-05-22 12:26:30.829000,2024-05-22 12:26:34.107427,2024-05-22 12:35:34.000000,2024-05-22 12:44:41.000000,3,Plateia Vergoti,2,Gymnasio,4,CANCELLED
3,IPT 7081,1038,52,2024-05-22 12:26:51.289000,2024-05-22 12:26:54.567500,2024-05-22 12:41:00.000000,2024-05-22 12:50:07.000000,3,Plateia Vergoti,2,Gymnasio,4,CANCELLED
3,IPT 7081,1039,52,2024-05-22 12:27:15.423000,2024-05-22 12:27:19.487928,2024-05-22 12:41:29.000000,2024-05-22 12:50:36.000000,1,Plateia Vergoti,2,Gymnasio,4,CANCELLED
2,IPO 7757,1040,52,2024-05-22 12:27:47.443000,2024-05-22 12:29:53.502290,2024-05-22 12:32:20.000000,2024-05-22 12:40:00.000000,1,Agios Tryfon,10,Gymnasio,4,CANCELLED
2,IPO 7757,1041,52,2024-05-22 12:30:19.549000,2024-05-22 12:30:43.873832,2024-05-22 12:40:54.000000,2024-05-22 12:52:50.000000,5,Aigaiou,7,Plateia Vergoti,2,CANCELLED
1,IPT 7084,1043,112,2024-05-22 14:10:04.807000,2024-05-22 14:10:10.148483,2024-05-22 14:10:04.000000,2024-05-22 14:23:37.000000,2,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,1045,124,2024-05-22 14:31:58.445000,2024-05-22 15:03:35.800998,2024-05-22 14:36:17.000000,2024-05-22 14:41:23.000000,1,Agios Tryfon,10,Trochaia,9,CANCELLED
3,IPT 7081,1046,140,2024-05-22 14:41:46.393000,2024-05-22 14:41:52.608210,2024-05-22 14:51:02.000000,2024-05-22 15:01:36.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1047,140,2024-05-22 14:42:08.790000,2024-05-22 14:42:20.379483,2024-05-22 14:45:14.000000,2024-05-22 14:55:48.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1048,27,2024-05-22 14:43:32.894000,2024-05-22 14:43:35.603431,2024-05-22 14:50:54.000000,2024-05-22 14:53:38.000000,1,Kyprou,3,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1049,146,2024-05-22 14:55:24.031000,2024-05-22 14:55:45.969459,2024-05-22 14:55:24.000000,2024-05-22 15:00:04.000000,1,Plateia Glyfadas,1,Antheon,6,CANCELLED
1,IPT 7084,1050,86,2024-05-22 14:56:52.194000,2024-05-22 14:57:19.603851,2024-05-22 15:16:43.000000,2024-05-22 15:26:41.000000,1,Plateia Karaiskaki,11,Antheon,6,CANCELLED
1,IPT 7084,1051,86,2024-05-23 07:18:19.778000,2024-05-23 07:18:36.383601,2024-05-23 07:18:19.000000,2024-05-23 07:27:36.000000,1,Plateia Glyfadas,1,Agios Tryfon,10,CANCELLED
2,IPO 7757,1052,371,2024-05-23 07:26:05.469000,2024-05-23 07:26:25.182486,2024-05-23 07:26:05.000000,2024-05-23 07:36:00.000000,1,Plateia Vergoti,2,Agios Tryfon,10,CANCELLED
4,ITN 1930,1056,379,2024-05-23 07:58:44.647000,2024-05-23 07:58:53.791400,2024-05-23 07:58:44.000000,2024-05-23 08:11:00.000000,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
4,ITN 1930,1057,379,2024-05-23 07:59:27.834000,2024-05-23 07:59:47.066100,2024-05-23 08:04:51.000000,2024-05-23 08:17:07.000000,2,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
4,ITN 1930,1059,389,2024-05-23 08:26:34.519000,2024-05-23 08:27:13.773751,2024-05-23 08:26:34.000000,2024-05-23 08:34:24.000000,2,Gymnasio,4,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1062,396,2024-05-23 08:59:03.094000,2024-05-23 09:00:00.715993,2024-05-23 08:59:03.000000,2024-05-23 09:03:36.000000,4,Agios Tryfon,10,Plateia Karaiskaki,11,CANCELLED
2,IPO 7757,1063,395,2024-05-23 08:59:19.476000,2024-05-23 08:59:31.970384,2024-05-23 09:05:28.000000,2024-05-23 09:09:47.000000,1,Antheon,6,Plateia Glyfadas,1,CANCELLED
4,ITN 1930,1066,371,2024-05-23 09:29:51.269000,2024-05-23 09:30:41.538469,2024-05-23 09:37:37.000000,2024-05-23 09:49:05.000000,1,Agios Tryfon,10,Plateia Vergoti,2,CANCELLED
4,ITN 1930,1069,412,2024-05-23 09:51:25.048000,2024-05-23 09:51:41.494858,2024-05-23 10:01:28.000000,2024-05-23 10:15:01.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1071,86,2024-05-23 09:54:25.658000,2024-06-10 10:23:44.169066,2024-05-23 10:02:03.000000,2024-05-23 10:04:36.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
4,ITN 1930,1072,298,2024-05-23 10:02:24.816000,2024-05-23 10:02:31.934321,2024-05-23 10:06:07.000000,2024-05-23 10:16:09.000000,1,Aigaiou,7,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1073,86,2024-05-23 10:14:18.880000,2024-06-10 10:23:44.169075,2024-05-23 10:14:18.000000,2024-05-23 10:16:51.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
1,IPT 7084,1075,86,2024-05-23 10:36:46.992000,2024-06-10 10:23:44.169087,2024-05-23 10:36:46.000000,2024-05-23 10:44:08.000000,1,Plateia Vergoti,2,Kyprou,3,CANCELLED
4,ITN 1930,1076,298,2024-05-23 10:51:55.658000,2024-05-23 10:52:05.070001,2024-05-23 10:55:38.000000,2024-05-23 11:05:40.000000,1,Aigaiou,7,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1077,426,2024-05-23 10:53:27.701000,2024-05-23 10:55:46.519223,2024-05-23 10:58:01.000000,2024-05-23 11:08:04.000000,1,Aigaiou,7,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1078,251,2024-05-23 12:01:01.440000,2024-05-23 12:04:59.446531,2024-05-23 12:06:25.000000,2024-05-23 12:12:17.000000,1,Gymnasio,4,DEI,8,CANCELLED
3,IPT 7081,1080,86,2024-05-23 12:11:32.953000,2024-06-03 13:12:23.109502,2024-05-23 12:16:39.000000,2024-05-23 12:27:11.000000,1,Kyprou,3,Agios Tryfon,10,CANCELLED
3,IPT 7081,1081,86,2024-05-23 12:20:14.102000,2024-06-03 13:12:23.109547,2024-05-23 12:20:14.000000,2024-05-23 12:30:46.000000,1,Kyprou,3,Agios Tryfon,10,CANCELLED
2,IPO 7757,1082,86,2024-05-23 12:25:33.224000,2024-05-23 12:26:02.898564,2024-05-23 12:33:23.000000,2024-05-23 12:36:29.000000,1,DEI,8,Agios Tryfon,10,CANCELLED
2,IPO 7757,1084,450,2024-05-23 12:41:18.830000,2024-05-23 12:41:22.570152,2024-05-23 12:48:40.000000,2024-05-23 12:55:52.000000,1,Kyprou,3,Trochaia,9,CANCELLED
1,IPT 7084,1085,452,2024-05-23 12:46:13.726000,2024-05-23 12:46:26.268714,2024-05-23 12:46:13.000000,2024-05-23 12:52:28.000000,1,DEI,8,Gymnasio,4,CANCELLED
3,IPT 7081,1086,456,2024-05-23 13:27:24.748000,2024-05-23 13:27:34.855598,2024-05-23 13:27:24.000000,2024-05-23 13:30:30.000000,1,Agios Tryfon,10,DEI,8,CANCELLED
1,IPT 7084,1087,459,2024-05-23 13:44:44.098000,2024-05-23 13:45:13.744549,2024-05-23 13:47:07.000000,2024-05-23 13:57:24.000000,1,Trochaia,9,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1088,171,2024-05-23 13:45:29.410000,2024-05-23 13:45:44.070606,2024-05-23 13:49:50.000000,2024-05-23 14:03:23.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1089,251,2024-05-23 13:49:57.411000,2024-05-23 13:50:06.103837,2024-05-23 13:57:48.000000,2024-05-23 14:06:52.000000,2,DEI,8,Plateia Vergoti,2,CANCELLED
2,IPO 7757,1090,475,2024-05-23 14:59:48.727000,2024-05-23 15:00:05.298812,2024-05-23 15:07:10.000000,2024-05-23 15:12:34.000000,1,Kyprou,3,Gymnasio,4,CANCELLED
3,IPT 7081,1095,547,2024-05-24 08:47:58.572000,2024-05-24 08:48:24.984021,2024-05-24 08:47:58.000000,2024-05-24 08:57:12.000000,1,Plateia Glyfadas,1,Agios Tryfon,10,CANCELLED
1,IPT 7084,1096,23,2024-05-24 09:09:29.108000,2024-05-24 09:10:02.333208,2024-05-24 09:09:29.000000,2024-05-24 09:12:01.000000,2,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
1,IPT 7084,1098,570,2024-05-24 09:35:23.828000,2024-05-24 09:35:37.408794,2024-05-24 09:35:23.000000,2024-05-24 09:40:04.000000,3,Plateia Glyfadas,1,Antheon,6,CANCELLED
1,IPT 7084,1099,371,2024-05-24 10:35:40.836000,2024-05-24 10:35:52.639867,2024-05-24 10:44:57.000000,2024-05-24 10:55:31.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,1100,27,2024-05-24 10:57:38.381000,2024-05-24 10:57:40.428858,2024-05-24 10:57:38.000000,2024-05-24 11:02:18.000000,3,Plateia Glyfadas,1,Antheon,6,CANCELLED
1,IPT 7084,1101,571,2024-05-24 12:00:44.062000,2024-05-24 12:11:22.400368,2024-05-24 12:00:44.000000,2024-05-24 12:12:59.000000,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
1,IPT 7084,1102,157,2024-05-24 12:06:48.432000,2024-05-24 12:07:02.573593,2024-05-24 12:10:12.000000,2024-05-24 12:14:45.000000,1,Plateia Karaiskaki,11,Agios Tryfon,10,CANCELLED
2,IPO 7757,1103,86,2024-05-24 12:11:03.965000,2024-06-03 13:12:23.109642,2024-05-24 12:18:25.000000,2024-05-24 12:28:58.000000,1,Kyprou,3,Agios Tryfon,10,CANCELLED
1,IPT 7084,1104,571,2024-05-24 12:11:46.704000,2024-05-24 12:12:21.815038,2024-05-24 12:11:46.000000,2024-05-24 12:24:02.000000,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
3,IPT 7081,1106,157,2024-05-24 12:17:42.627000,2024-05-24 12:17:55.265073,2024-05-24 12:29:58.000000,2024-05-24 12:34:31.000000,1,Plateia Karaiskaki,11,Agios Tryfon,10,CANCELLED
2,IPO 7757,1108,576,2024-05-24 12:49:41.645000,2024-05-24 12:50:00.604775,2024-05-24 12:49:41.000000,2024-05-24 13:01:09.000000,1,Agios Tryfon,10,Plateia Vergoti,2,CANCELLED
2,IPO 7757,1109,489,2024-05-24 14:24:06.268000,2024-05-24 14:24:51.377596,2024-05-24 14:24:06.000000,2024-05-24 14:34:40.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1110,489,2024-05-24 14:25:05.056000,2024-05-24 14:26:14.453343,2024-05-24 14:25:05.000000,2024-05-24 14:35:38.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,1111,489,2024-05-24 14:27:07.114000,2024-05-24 14:39:35.196318,2024-05-24 14:40:40.000000,2024-05-24 14:48:20.000000,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
1,IPT 7084,1112,251,2024-05-27 07:07:36.278000,2024-05-27 07:07:49.537471,2024-05-27 07:07:36.000000,2024-05-27 07:16:40.000000,1,DEI,8,Plateia Vergoti,2,CANCELLED
2,IPO 7757,1114,642,2024-05-27 07:16:04.306000,2024-05-27 07:21:03.249066,2024-05-27 07:16:04.000000,2024-05-27 07:21:02.000000,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
3,IPT 7081,1115,642,2024-05-27 07:21:23.861000,2024-05-27 07:23:39.820017,2024-05-27 07:21:23.000000,2024-05-27 07:26:21.000000,1,Kyprou,3,Plateia Vergoti,2,CANCELLED
2,IPO 7757,1117,571,2024-05-27 07:26:44.614000,2024-05-27 07:40:21.774834,2024-05-27 07:26:44.000000,2024-05-27 07:40:17.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1118,571,2024-05-27 07:40:35.346000,2024-05-27 07:43:42.119491,2024-05-27 07:40:35.000000,2024-05-27 07:54:08.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1119,27,2024-05-27 08:12:56.573000,2024-05-27 08:12:58.665035,2024-05-27 08:12:56.000000,2024-05-27 08:21:23.000000,1,Plateia Glyfadas,1,Aigaiou,7,CANCELLED
1,IPT 7084,1120,642,2024-05-27 08:54:21.403000,2024-05-27 08:54:50.671749,2024-05-27 08:54:21.000000,2024-05-27 08:57:04.000000,2,Plateia Vergoti,2,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1121,642,2024-05-27 08:55:06.607000,2024-05-27 08:58:09.427292,2024-05-27 08:55:06.000000,2024-05-27 08:57:49.000000,2,Plateia Vergoti,2,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1122,642,2024-05-27 08:58:41.736000,2024-05-27 08:59:22.411130,2024-05-27 08:58:41.000000,2024-05-27 09:01:24.000000,2,Plateia Vergoti,2,Plateia Glyfadas,1,CANCELLED
4,ITN 1930,1123,251,2024-05-27 08:59:31.645000,2024-05-27 08:59:54.890463,2024-05-27 08:59:31.000000,2024-05-27 09:02:14.000000,2,Plateia Vergoti,2,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1125,27,2024-05-27 09:32:05.253000,2024-05-27 09:32:07.514651,2024-05-27 09:32:05.000000,2024-05-27 09:42:12.000000,1,Plateia Karaiskaki,11,Gymnasio,4,CANCELLED
1,IPT 7084,1126,642,2024-05-27 09:50:32.007000,2024-05-27 09:51:27.486566,2024-05-27 09:50:32.000000,2024-05-27 09:57:03.000000,2,Plateia Glyfadas,1,DEI,8,CANCELLED
3,IPT 7081,1128,581,2024-05-27 10:09:53.401000,2024-05-27 10:10:25.004213,2024-05-27 10:09:53.000000,2024-05-27 10:17:31.000000,1,Agia Triada,5,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1129,581,2024-05-27 10:10:41.014000,2024-05-27 10:10:47.392680,2024-05-27 10:16:39.000000,2024-05-27 10:30:12.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,1130,581,2024-05-27 10:11:02.001000,2024-05-27 10:11:20.742518,2024-05-27 10:18:42.000000,2024-05-27 10:26:20.000000,1,Agia Triada,5,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,1131,27,2024-05-27 10:18:10.352000,2024-05-27 10:18:12.838022,2024-05-27 10:18:10.000000,2024-05-27 10:20:43.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
3,IPT 7081,1132,641,2024-05-27 10:56:08.745000,2024-05-27 10:56:18.315338,2024-05-27 10:56:08.000000,2024-05-27 11:05:21.000000,1,Plateia Vergoti,2,Agia Triada,5,CANCELLED
3,IPT 7081,1134,571,2024-05-27 12:08:37.876000,2024-05-27 12:17:37.228647,2024-05-27 12:08:37.000000,2024-05-27 12:20:53.000000,1,Plateia Glyfadas,1,Plateia Karaiskaki,11,CANCELLED
2,IPO 7757,1135,571,2024-05-27 12:18:05.454000,2024-05-27 12:18:11.977904,2024-05-27 12:22:08.000000,2024-05-27 12:31:30.000000,1,Antheon,6,Plateia Karaiskaki,11,CANCELLED
3,IPT 7081,1137,27,2024-05-27 12:55:12.812000,2024-05-27 12:55:14.869847,2024-05-27 12:55:12.000000,2024-05-27 13:01:10.000000,1,Plateia Glyfadas,1,Trochaia,9,CANCELLED
3,IPT 7081,1138,27,2024-05-27 13:58:35.927000,2024-05-27 13:58:37.886142,2024-05-27 13:58:35.000000,2024-05-27 14:06:15.000000,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
2,IPO 7757,1140,27,2024-05-28 09:05:37.616000,2024-05-28 09:05:40.527093,2024-05-28 09:05:37.000000,2024-05-28 09:19:10.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1141,654,2024-05-28 10:49:37.308000,2024-05-28 10:49:51.606592,2024-05-28 10:49:37.000000,2024-05-28 11:00:11.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1142,547,2024-05-28 10:50:06.013000,2024-05-28 10:50:19.112623,2024-05-28 10:50:06.000000,2024-05-28 10:54:27.000000,1,Agios Tryfon,10,Plateia Karaiskaki,11,CANCELLED
1,IPT 7084,1143,547,2024-05-28 10:51:54.357000,2024-05-28 10:52:03.786559,2024-05-28 10:58:25.000000,2024-05-28 11:01:30.000000,1,DEI,8,Agios Tryfon,10,CANCELLED
1,IPT 7084,1144,547,2024-05-28 10:52:37.754000,2024-05-28 10:52:45.861316,2024-05-28 11:05:02.000000,2024-05-28 11:14:18.000000,1,Plateia Glyfadas,1,Agios Tryfon,10,CANCELLED
3,IPT 7081,1145,547,2024-05-28 10:53:03.936000,2024-05-28 10:53:10.732861,2024-05-28 10:56:45.000000,2024-05-28 11:07:19.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
2,IPO 7757,1146,27,2024-05-28 14:51:52.379000,2024-05-28 14:51:55.120701,2024-05-28 14:51:52.000000,2024-05-28 14:57:33.000000,1,Plateia Vergoti,2,Trochaia,9,CANCELLED
1,IPT 7084,1147,371,2024-05-29 07:42:57.622000,2024-05-29 07:43:09.355281,2024-05-29 07:42:57.000000,2024-05-29 07:53:31.000000,1,Agios Tryfon,10,Plateia Glyfadas,1,CANCELLED
1,IPT 7084,1149,110,2024-05-29 07:55:13.593000,2024-05-29 07:55:23.467708,2024-05-29 07:55:13.000000,2024-05-29 07:58:19.000000,3,Agios Tryfon,10,DEI,8,CANCELLED
1,IPT 7084,1150,110,2024-05-29 07:55:51.764000,2024-05-29 07:55:59.982582,2024-05-29 07:55:51.000000,2024-05-29 07:58:57.000000,3,Agios Tryfon,10,DEI,8,CANCELLED
1,IPT 7084,1152,170,2024-05-29 08:06:58.402000,2024-05-29 08:07:04.159566,2024-05-29 08:06:58.000000,2024-05-29 08:19:29.000000,1,Plateia Vergoti,2,Plateia Karaiskaki,11,CANCELLED
1,IPT 7084,1154,662,2024-05-29 08:47:59.986000,2024-05-29 08:48:23.522549,2024-05-29 08:47:59.000000,2024-05-29 08:52:33.000000,1,Agios Tryfon,10,Plateia Karaiskaki,11,CANCELLED
1,IPT 7084,1155,27,2024-05-29 09:31:30.507000,2024-05-29 09:31:33.230322,2024-05-29 09:31:30.000000,2024-05-29 09:34:03.000000,1,Plateia Glyfadas,1,Plateia Vergoti,2,CANCELLED
4,ITN 1930,1157,661,2024-05-29 12:08:23.948000,2024-05-29 12:08:32.123756,2024-05-29 12:08:23.000000,2024-05-29 12:16:48.000000,2,Plateia Glyfadas,1,Aigaiou,7,CANCELLED
4,ITN 1930,1159,27,2024-05-29 12:09:27.049000,2024-05-29 12:09:29.805361,2024-05-29 12:14:49.000000,2024-05-29 12:21:20.000000,1,Plateia Glyfadas,1,DEI,8,CANCELLED
4,ITN 1930,1161,634,2024-05-29 13:23:16.538000,2024-05-29 14:02:25.896993,2024-05-29 13:27:36.000000,2024-05-29 13:35:16.000000,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
1,IPT 7084,1163,622,2024-05-29 13:45:35.504000,2024-05-29 13:46:45.716824,2024-05-29 13:56:48.000000,2024-05-29 14:03:51.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
1,IPT 7084,1164,622,2024-05-29 13:47:16.615000,2024-05-29 13:48:08.127988,2024-05-29 13:47:16.000000,2024-05-29 13:54:19.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
1,IPT 7084,1165,622,2024-05-29 13:50:15.185000,2024-05-29 13:52:54.975098,2024-05-29 13:50:31.000000,2024-05-29 13:57:34.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
2,IPO 7757,1166,27,2024-05-29 13:50:17.059000,2024-05-29 13:50:21.265175,2024-05-29 14:00:50.000000,2024-05-29 14:08:26.000000,1,Plateia Glyfadas,1,Kyprou,3,CANCELLED
1,IPT 7084,1167,622,2024-05-29 13:53:14.973000,2024-05-29 13:55:37.565837,2024-05-29 13:53:30.000000,2024-05-29 14:00:34.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
4,ITN 1930,1169,634,2024-05-29 14:02:42.226000,2024-05-29 14:14:06.162365,2024-05-29 14:06:22.000000,2024-05-29 14:14:02.000000,1,Plateia Glyfadas,1,Agia Triada,5,CANCELLED
3,IPT 7081,1170,667,2024-05-29 14:11:13.606000,2024-05-29 14:11:43.691599,2024-05-29 14:18:51.000000,2024-05-29 14:27:16.000000,1,Plateia Glyfadas,1,Aigaiou,7,CANCELLED
2,IPO 7757,1172,663,2024-05-30 08:27:12.774000,2024-05-30 08:37:11.958757,2024-05-30 08:27:12.000000,2024-05-30 08:34:18.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
3,IPT 7081,1173,663,2024-05-30 08:37:34.511000,2024-05-30 08:40:52.861374,2024-05-30 08:37:34.000000,2024-05-30 08:44:40.000000,1,Kyprou,3,Agia Triada,5,CANCELLED
3,IPT 7081,1176,661,2024-05-30 09:36:41.337000,2024-05-30 09:45:57.840171,2024-05-30 09:36:41.000000,2024-05-30 09:50:14.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1177,661,2024-05-30 09:46:23.932000,2024-05-30 09:46:37.134767,2024-05-30 09:50:54.000000,2024-05-30 10:04:27.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
3,IPT 7081,1178,661,2024-05-30 09:47:02.939000,2024-05-30 09:47:19.654379,2024-05-30 09:51:39.000000,2024-05-30 10:05:12.000000,1,Plateia Karaiskaki,11,Plateia Glyfadas,1,CANCELLED
